seller_sk	total_orders	delivered_orders	delayed_orders	avg_delivery_days	avg_estimated_gap_days	delay_rate	avg_freight_value	avg_review_score	delivery_segment	dwh_create_date
2874	1	1	0	14	-7	0.00	15.24	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2688	163	177	16	10.65	-10.61	8.89	14.79	4.28	GOOD_DELIVERY	2026-05-15 09:48:36.073
2983	17	28	6	18.18	-9.79	21.43	17.68	3.82	REGULAR	2026-05-15 09:48:36.073
3020	2	2	0	6.5	-9	0.00	21.68	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1692	2	2	0	10	-19.5	0.00	142.40	5	FAST_RELIABLE	2026-05-15 09:48:36.073
229	1	1	0	1	-13	0.00	7.78	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1360	2	2	0	7	-21	0.00	15.73	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2233	8	8	1	12.38	-5.25	12.50	13.98	4.25	REGULAR	2026-05-15 09:48:36.073
1901	1	0	0	NULL	NULL	0.00	14.11	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1254	151	155	11	11.32	-10.25	7.05	20.63	4.42	GOOD_DELIVERY	2026-05-15 09:48:36.073
2582	60	62	2	8.95	-11.47	3.23	14.63	4.44	FAST_RELIABLE	2026-05-15 09:48:36.073
2588	6	8	1	8.38	-14.13	11.11	18.23	2.67	REGULAR	2026-05-15 09:48:36.073
667	5	5	1	10.2	-5.6	20.00	10.25	4	REGULAR	2026-05-15 09:48:36.073
2333	2	2	0	5	-1	0.00	7.45	2.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
1005	2	2	0	16	-9	0.00	19.32	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
916	1	1	0	14	-12	0.00	12.26	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2482	1701	1714	103	11.49	-13.05	5.82	14.46	4.05	GOOD_DELIVERY	2026-05-15 09:48:36.073
1603	69	108	1	13.77	-12.72	0.93	16.86	3.85	GOOD_DELIVERY	2026-05-15 09:48:36.073
275	11	11	1	18.91	-11.82	9.09	45.58	4.55	GOOD_DELIVERY	2026-05-15 09:48:36.073
318	3	3	0	8.33	-33	0.00	31.19	1.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
1941	1	1	0	13	-6	0.00	16.81	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1646	1	1	1	59	33	100.00	18.89	1	DELIVERY_RISK	2026-05-15 09:48:36.073
713	141	158	13	9.65	-9.44	8.13	11.40	3.71	GOOD_DELIVERY	2026-05-15 09:48:36.073
962	22	22	2	13.45	-11.91	9.09	18.86	4.41	GOOD_DELIVERY	2026-05-15 09:48:36.073
2290	6	12	0	8.08	-24.83	0.00	15.74	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
2041	5	6	0	12.5	-22.33	0.00	18.48	3.83	GOOD_DELIVERY	2026-05-15 09:48:36.073
959	3	3	1	66.67	33	33.33	22.26	4	DELIVERY_RISK	2026-05-15 09:48:36.073
126	1	1	0	16	-4	0.00	16.68	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1795	1	0	0	NULL	NULL	0.00	12.67	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1208	2	0	0	NULL	NULL	0.00	16.16	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
26	233	240	14	11.03	-13.01	5.83	28.00	4.28	GOOD_DELIVERY	2026-05-15 09:48:36.073
1649	94	99	10	9.21	-11.95	9.80	14.66	4.02	GOOD_DELIVERY	2026-05-15 09:48:36.073
1354	31	31	7	14.48	-5.13	21.88	25.46	3.88	REGULAR	2026-05-15 09:48:36.073
2436	1	1	0	10	-31	0.00	15.68	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
272	1	1	0	23	-4	0.00	22.45	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1895	9	8	2	13	-5.13	22.22	16.65	4	REGULAR	2026-05-15 09:48:36.073
2977	3	1	1	29	1	33.33	89.43	3.67	DELIVERY_RISK	2026-05-15 09:48:36.073
1108	1	0	0	NULL	NULL	0.00	17.92	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
567	2	2	0	10.5	-6.5	0.00	15.02	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
813	1	1	0	27	-1	0.00	42.38	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2834	30	32	1	8.78	-15.03	3.13	27.77	3.59	GOOD_DELIVERY	2026-05-15 09:48:36.073
2170	19	20	2	4.9	-7	9.52	13.92	4.62	GOOD_DELIVERY	2026-05-15 09:48:36.073
2668	41	43	3	13.65	-9.4	5.88	12.24	3.15	GOOD_DELIVERY	2026-05-15 09:48:36.073
1672	1	1	0	12	-24	0.00	33.08	4	FAST_RELIABLE	2026-05-15 09:48:36.073
2525	20	24	5	7.71	-6.88	20.83	12.37	4.13	REGULAR	2026-05-15 09:48:36.073
2691	10	11	1	11.27	-19.09	8.33	17.62	3.75	GOOD_DELIVERY	2026-05-15 09:48:36.073
3023	1	0	0	NULL	NULL	0.00	19.65	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
796	101	128	13	7.86	-7.15	10.08	9.88	4.28	REGULAR	2026-05-15 09:48:36.073
1460	6	10	2	15.3	-7.1	20.00	22.19	4.8	REGULAR	2026-05-15 09:48:36.073
2456	6	8	0	4.25	-8.63	0.00	8.85	4	FAST_RELIABLE	2026-05-15 09:48:36.073
3046	1	4	0	14	-9	0.00	17.63	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
129	2	0	0	NULL	NULL	0.00	53.93	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1125	1	1	0	16	-9	0.00	10.96	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
1792	1	1	0	16	-8	0.00	14.52	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
461	1	1	0	5	-14	0.00	15.29	5	FAST_RELIABLE	2026-05-15 09:48:36.073
819	41	41	3	11.37	-12.29	7.32	13.60	4.56	GOOD_DELIVERY	2026-05-15 09:48:36.073
106	6	8	0	10.13	-15.25	0.00	16.32	3.63	GOOD_DELIVERY	2026-05-15 09:48:36.073
1815	3	3	0	14	-13.67	0.00	20.51	3.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
1151	1	1	0	17	-6	0.00	19.33	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2811	8	8	1	9.25	-10.38	12.50	19.45	4.25	REGULAR	2026-05-15 09:48:36.073
770	2	0	0	NULL	NULL	0.00	124.76	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1835	92	97	0	12.33	-15.41	0.00	18.24	4.24	FAST_RELIABLE	2026-05-15 09:48:36.073
2499	29	30	3	8.27	-13.63	10.00	18.56	4.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
1337	19	23	2	19.26	-9.43	8.70	15.89	4.26	GOOD_DELIVERY	2026-05-15 09:48:36.073
2001	19	19	5	14.16	-7	26.32	30.87	4.05	REGULAR	2026-05-15 09:48:36.073
584	11	11	1	11.64	-12.36	9.09	77.35	4	GOOD_DELIVERY	2026-05-15 09:48:36.073
86	8	9	0	10.11	-25.33	0.00	20.19	4.11	FAST_RELIABLE	2026-05-15 09:48:36.073
2150	9	11	0	6.09	-13	0.00	13.92	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2648	9	9	1	9.11	-17.67	11.11	34.21	3.22	REGULAR	2026-05-15 09:48:36.073
484	4	2	0	14	-11	0.00	17.42	3.75	GOOD_DELIVERY	2026-05-15 09:48:36.073
1437	5	6	0	3.83	-7.67	0.00	12.67	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1978	2	0	0	NULL	NULL	0.00	13.58	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1984	3	3	0	12	-20.67	0.00	26.55	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
2791	4	5	0	4.8	-26	0.00	20.03	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2127	83	105	12	15.63	-10.47	10.81	20.05	3.46	REGULAR	2026-05-15 09:48:36.073
627	3	3	0	9	-8.33	0.00	15.20	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1294	2	4	0	11.5	-7	0.00	13.75	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
1958	4	4	1	9.5	-6.5	25.00	18.58	4.5	REGULAR	2026-05-15 09:48:36.073
2768	118	121	11	12.34	-10.36	9.02	15.26	3.91	GOOD_DELIVERY	2026-05-15 09:48:36.073
63	4	4	0	9.5	-11.5	0.00	54.17	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1317	2	2	0	16.5	-10	0.00	66.44	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
604	9	20	0	6.05	-15	0.00	13.27	4.95	FAST_RELIABLE	2026-05-15 09:48:36.073
1858	4	4	0	4.25	-7	0.00	14.06	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
1145	7	6	1	30.33	2.83	14.29	56.18	3.86	REGULAR	2026-05-15 09:48:36.073
776	2	2	0	6.5	-13.5	0.00	19.60	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1194	2	2	0	14	-11.5	0.00	15.11	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
504	10	10	2	10.5	-8.9	20.00	13.41	3	REGULAR	2026-05-15 09:48:36.073
6	157	167	13	14.42	-11.93	7.69	20.88	4.08	GOOD_DELIVERY	2026-05-15 09:48:36.073
1915	91	92	4	8.35	-11.49	4.30	15.39	4.44	FAST_RELIABLE	2026-05-15 09:48:36.073
1417	3	3	0	10	-22	0.00	23.03	3.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
1666	3	1	0	52	-3	0.00	13.93	0.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
255	7	7	2	18.43	-6.43	25.00	19.81	4.38	REGULAR	2026-05-15 09:48:36.073
1025	471	509	27	12.03	-13.39	5.20	18.98	4.02	GOOD_DELIVERY	2026-05-15 09:48:36.073
398	153	187	21	15.37	-10.92	10.99	17.92	3.74	REGULAR	2026-05-15 09:48:36.073
1523	11	14	1	13.29	-13.21	7.14	14.50	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
896	11	11	1	10.64	-11.73	9.09	18.63	4.36	GOOD_DELIVERY	2026-05-15 09:48:36.073
2021	1	1	0	8	-10	0.00	23.74	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2519	3	4	0	4	-7.5	0.00	8.39	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
292	31	34	1	5.97	-13.41	2.94	14.83	4.68	FAST_RELIABLE	2026-05-15 09:48:36.073
2960	83	87	10	10.01	-9.16	10.99	19.21	3.46	REGULAR	2026-05-15 09:48:36.073
2711	26	27	5	18.44	-10.85	17.86	18.32	3.39	REGULAR	2026-05-15 09:48:36.073
43	5	5	1	14.4	-12.2	20.00	69.68	4	REGULAR	2026-05-15 09:48:36.073
1629	12	12	1	17.25	-7.58	8.33	22.92	4.08	GOOD_DELIVERY	2026-05-15 09:48:36.073
1964	9	9	1	4.44	-6.11	11.11	11.10	4.44	REGULAR	2026-05-15 09:48:36.073
1878	1	0	0	NULL	NULL	0.00	26.09	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
647	227	238	24	15	-8.07	10.04	14.33	4.05	REGULAR	2026-05-15 09:48:36.073
1274	73	83	7	10.17	-9.6	8.43	17.84	4.12	GOOD_DELIVERY	2026-05-15 09:48:36.073
2270	7	13	1	9.85	-11.15	6.25	13.88	3.75	GOOD_DELIVERY	2026-05-15 09:48:36.073
2897	5	5	0	12	-9.4	0.00	19.93	4.4	FAST_RELIABLE	2026-05-15 09:48:36.073
2356	2	2	0	10	-33.5	0.00	18.30	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2997	68	71	6	10.97	-9.11	8.33	15.15	3.71	GOOD_DELIVERY	2026-05-15 09:48:36.073
3003	89	97	12	11.54	-8.13	12.12	12.11	4.2	REGULAR	2026-05-15 09:48:36.073
1088	36	37	1	7.54	-13.95	2.70	23.36	4.59	FAST_RELIABLE	2026-05-15 09:48:36.073
590	2	3	2	25	3	66.67	14.66	1	DELIVERY_RISK	2026-05-15 09:48:36.073
2505	1	1	0	19	-11	0.00	14.52	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2754	11	11	3	12.55	-7.27	25.00	22.94	3.67	REGULAR	2026-05-15 09:48:36.073
839	4	4	0	14.25	-10.5	0.00	20.28	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
833	2	1	0	13	-2	0.00	15.59	2.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
441	5	3	0	3	-10	0.00	27.71	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
1480	21	22	2	13.23	-9.14	8.33	26.24	3.6	GOOD_DELIVERY	2026-05-15 09:48:36.073
2605	4	4	1	4.75	-12.25	25.00	15.60	2.75	REGULAR	2026-05-15 09:48:36.073
982	1	1	1	35	7	100.00	31.93	1	DELIVERY_RISK	2026-05-15 09:48:36.073
939	2	1	0	4	-14	0.00	13.62	0.8	GOOD_DELIVERY	2026-05-15 09:48:36.073
2462	26	32	5	12.09	-14.66	15.63	22.16	4.41	REGULAR	2026-05-15 09:48:36.073
2213	9	9	0	9.89	-22.22	0.00	27.11	4.44	FAST_RELIABLE	2026-05-15 09:48:36.073
49	85	87	3	8.74	-13.46	3.33	13.42	4.48	FAST_RELIABLE	2026-05-15 09:48:36.073
1131	3	4	0	3.5	-21.25	0.00	11.82	4.25	FAST_RELIABLE	2026-05-15 09:48:36.073
298	2	0	0	NULL	NULL	0.00	22.88	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1380	2	1	0	7	-17	0.00	16.38	2.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
1772	88	86	12	12.37	-8.59	13.64	26.91	4.05	REGULAR	2026-05-15 09:48:36.073
2313	192	195	13	9.69	-11.43	6.60	23.64	4.41	GOOD_DELIVERY	2026-05-15 09:48:36.073
149	135	143	1	10.19	-15.22	0.69	20.04	4.21	FAST_RELIABLE	2026-05-15 09:48:36.073
690	1	1	0	6	-41	0.00	17.78	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2854	3	3	1	40.33	12.67	33.33	16.12	2.67	DELIVERY_RISK	2026-05-15 09:48:36.073
1231	1	1	0	12	-15	0.00	24.55	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1257	37	41	1	10.29	-14.44	2.38	17.33	3.43	GOOD_DELIVERY	2026-05-15 09:48:36.073
593	1	1	0	14	-20	0.00	19.28	5	FAST_RELIABLE	2026-05-15 09:48:36.073
261	11	16	1	6.94	-8.31	6.25	25.29	4.31	GOOD_DELIVERY	2026-05-15 09:48:36.073
925	2	0	0	NULL	NULL	0.00	24.72	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
238	18	22	0	7.18	-10.82	0.00	11.68	3.96	GOOD_DELIVERY	2026-05-15 09:48:36.073
570	10	9	0	15.33	-18	0.00	62.21	4.7	FAST_RELIABLE	2026-05-15 09:48:36.073
1472	24	24	3	10.88	-11	12.50	15.80	4.42	REGULAR	2026-05-15 09:48:36.073
2468	49	49	3	13.78	-13.35	5.88	16.37	4.16	GOOD_DELIVERY	2026-05-15 09:48:36.073
2136	39	37	0	10	-16.89	0.00	20.12	4.25	FAST_RELIABLE	2026-05-15 09:48:36.073
2800	2	3	0	18.67	-8.33	0.00	29.13	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
1804	3	4	0	10	-48	0.00	23.76	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
2823	216	260	33	14.45	-14.01	12.27	17.43	3.94	REGULAR	2026-05-15 09:48:36.073
2491	63	64	3	15.36	-13.83	4.55	17.69	4.44	FAST_RELIABLE	2026-05-15 09:48:36.073
2159	1	1	0	5	-8	0.00	7.88	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1094	9	11	3	14.18	-8.55	27.27	15.19	4.73	REGULAR	2026-05-15 09:48:36.073
1758	15	16	1	13.88	-12.06	6.25	23.60	3.81	GOOD_DELIVERY	2026-05-15 09:48:36.073
2345	13	18	0	13.5	-11.94	0.00	44.83	2.72	GOOD_DELIVERY	2026-05-15 09:48:36.073
92	4	6	0	7.83	-9.83	0.00	11.74	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
2422	2	2	1	8	-1.5	50.00	21.64	4.5	DELIVERY_RISK	2026-05-15 09:48:36.073
430	3	3	0	6	-19.67	0.00	13.01	3.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
3009	1	1	0	7	-20	0.00	19.46	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2322	1	1	0	8	-17	0.00	18.98	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2986	31	32	0	9.91	-18.19	0.00	26.30	4.44	FAST_RELIABLE	2026-05-15 09:48:36.073
115	17	20	3	14.9	-11.4	14.29	15.30	4.24	REGULAR	2026-05-15 09:48:36.073
1658	3	3	1	32.67	4.67	33.33	55.45	3.67	DELIVERY_RISK	2026-05-15 09:48:36.073
1781	5	7	0	5.29	-9	0.00	24.85	4	FAST_RELIABLE	2026-05-15 09:48:36.073
779	21	22	1	10.32	-9.86	4.55	23.23	4.27	FAST_RELIABLE	2026-05-15 09:48:36.073
1117	7	9	3	19.89	-4.11	33.33	27.34	2.56	DELIVERY_RISK	2026-05-15 09:48:36.073
2445	1	1	0	11	-28	0.00	6.66	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2963	20	18	1	16.61	-13.56	5.00	18.46	3.7	GOOD_DELIVERY	2026-05-15 09:48:36.073
802	20	20	1	14.2	-13.75	4.76	27.92	3.81	GOOD_DELIVERY	2026-05-15 09:48:36.073
1635	32	30	5	13.33	-7.37	14.71	17.09	3.35	REGULAR	2026-05-15 09:48:36.073
138	25	24	2	13.46	-10.38	8.00	15.53	3.88	GOOD_DELIVERY	2026-05-15 09:48:36.073
2299	64	68	16	13.47	-9.66	23.53	13.79	3.94	REGULAR	2026-05-15 09:48:36.073
971	2	4	0	10	-17	0.00	19.82	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
384	2	2	0	8.5	-13.5	0.00	57.25	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1466	1	1	0	12	-7	0.00	8.72	5	FAST_RELIABLE	2026-05-15 09:48:36.073
948	415	441	48	14.62	-12.98	10.69	16.02	3.85	REGULAR	2026-05-15 09:48:36.073
1489	22	27	4	9.85	-10.78	14.81	23.03	4.44	REGULAR	2026-05-15 09:48:36.073
161	21	23	1	8.48	-12.17	4.35	14.48	4.65	FAST_RELIABLE	2026-05-15 09:48:36.073
2153	33	31	2	16.74	-11.1	5.71	17.35	3.69	GOOD_DELIVERY	2026-05-15 09:48:36.073
284	5	10	1	16.3	-6.4	10.00	21.00	4.7	GOOD_DELIVERY	2026-05-15 09:48:36.073
1071	7	7	2	19.86	-9.86	28.57	15.69	4.43	REGULAR	2026-05-15 09:48:36.073
407	14	13	0	11	-13.23	0.00	39.63	4.33	FAST_RELIABLE	2026-05-15 09:48:36.073
825	2	3	0	5.67	-20	0.00	21.30	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1612	5	5	1	18.6	-8.8	20.00	18.97	3.8	REGULAR	2026-05-15 09:48:36.073
2923	2	2	0	10.5	-8	0.00	11.27	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1263	8	8	1	13.25	-11.38	12.50	19.39	4.5	REGULAR	2026-05-15 09:48:36.073
1595	8	8	0	11.13	-10.75	0.00	28.78	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2591	1	1	0	3	-4	0.00	7.60	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1844	2	2	0	15	-16.5	0.00	35.84	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
1512	1	1	0	6	-17	0.00	10.96	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2840	1	1	0	2	-8	0.00	11.11	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2531	76	95	0	8.35	-14.46	0.00	12.69	4.12	FAST_RELIABLE	2026-05-15 09:48:36.073
1904	2	2	0	7	-8	0.00	21.91	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
576	18	16	0	14.06	-26.06	0.00	17.34	3.65	GOOD_DELIVERY	2026-05-15 09:48:36.073
29	1	3	0	16	-15	0.00	15.79	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2199	5	5	0	7.4	-11.2	0.00	11.28	4.8	FAST_RELIABLE	2026-05-15 09:48:36.073
2236	2	2	0	8.5	-11.5	0.00	21.73	5	FAST_RELIABLE	2026-05-15 09:48:36.073
908	5	5	0	8.8	-16.4	0.00	16.32	4.8	FAST_RELIABLE	2026-05-15 09:48:36.073
2969	2	0	0	NULL	NULL	0.00	82.02	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
2637	4	5	0	9.2	-7.6	0.00	10.96	4.8	FAST_RELIABLE	2026-05-15 09:48:36.073
2886	4	4	0	9.75	-18	0.00	13.69	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
2282	12	13	1	11.92	-12.08	7.69	14.50	3.85	GOOD_DELIVERY	2026-05-15 09:48:36.073
3032	9	10	0	7.4	-10.1	0.00	21.21	4.7	FAST_RELIABLE	2026-05-15 09:48:36.073
1950	1	1	0	9	-23	0.00	16.11	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2090	41	44	3	14.77	-11.52	6.82	19.92	3.93	GOOD_DELIVERY	2026-05-15 09:48:36.073
2677	35	37	6	18.73	-9.49	16.22	17.82	3.81	REGULAR	2026-05-15 09:48:36.073
175	15	15	0	5.87	-14.8	0.00	12.99	4.4	FAST_RELIABLE	2026-05-15 09:48:36.073
1011	1	1	0	13	-9	0.00	12.99	5	FAST_RELIABLE	2026-05-15 09:48:36.073
762	2	0	0	NULL	NULL	0.00	8.45	2	GOOD_DELIVERY	2026-05-15 09:48:36.073
2096	3	2	0	20.5	-11.5	0.00	22.52	3	GOOD_DELIVERY	2026-05-15 09:48:36.073
2339	1	1	0	3	-9	0.00	7.39	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
1990	2	2	0	13.5	-6.5	0.00	16.03	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1449	62	67	10	16.13	-16.84	13.89	19.88	3.82	REGULAR	2026-05-15 09:48:36.073
1111	7	8	3	23.13	1.75	37.50	15.28	2.75	DELIVERY_RISK	2026-05-15 09:48:36.073
324	9	9	0	12.67	-20.11	0.00	23.91	4.89	FAST_RELIABLE	2026-05-15 09:48:36.073
1652	16	16	3	20.06	-11.88	18.75	20.30	3	REGULAR	2026-05-15 09:48:36.073
2777	8	10	0	6.7	-24.2	0.00	16.86	4.45	FAST_RELIABLE	2026-05-15 09:48:36.073
2783	1	2	0	25	-2	0.00	21.61	4	FAST_RELIABLE	2026-05-15 09:48:36.073
716	5	5	0	6.2	-16	0.00	16.25	4.8	FAST_RELIABLE	2026-05-15 09:48:36.073
221	74	85	8	11.71	-11.18	9.41	17.86	3.94	GOOD_DELIVERY	2026-05-15 09:48:36.073
470	32	32	3	13.22	-10.72	9.38	21.76	3.84	GOOD_DELIVERY	2026-05-15 09:48:36.073
1303	36	42	4	12.79	-9.95	9.30	17.61	3.86	GOOD_DELIVERY	2026-05-15 09:48:36.073
1798	8	13	0	6.69	-12.23	0.00	12.74	2.77	GOOD_DELIVERY	2026-05-15 09:48:36.073
1549	4	4	0	5.5	-9.25	0.00	10.95	3.75	GOOD_DELIVERY	2026-05-15 09:48:36.073
2631	1	1	0	21	-11	0.00	37.55	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2385	1	2	0	7	-5	0.00	141.58	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1698	82	91	6	7.99	-12.18	6.59	18.12	4.26	GOOD_DELIVERY	2026-05-15 09:48:36.073
1157	5	6	0	4.17	-5.83	0.00	11.04	4.5	FAST_RELIABLE	2026-05-15 09:48:36.073
1944	3	3	0	8	-15	0.00	126.50	4.67	FAST_RELIABLE	2026-05-15 09:48:36.073
75	2	2	0	5.5	-9.5	0.00	11.93	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1403	1	1	0	16	-7	0.00	14.55	5	FAST_RELIABLE	2026-05-15 09:48:36.073
3026	7	7	1	11.57	-14.57	14.29	23.49	4.14	REGULAR	2026-05-15 09:48:36.073
2485	2	2	0	14	-17	0.00	44.32	4	FAST_RELIABLE	2026-05-15 09:48:36.073
616	5	5	0	11.4	-19.8	0.00	76.18	4.4	FAST_RELIABLE	2026-05-15 09:48:36.073
862	1	3	0	11	-20	0.00	15.10	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2929	8	8	2	17.75	1.63	25.00	16.86	4	REGULAR	2026-05-15 09:48:36.073
842	1	1	0	7	-9	0.00	17.55	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1340	1	1	0	12	-20	0.00	21.33	4	FAST_RELIABLE	2026-05-15 09:48:36.073
344	2	2	0	7.5	-20.5	0.00	17.35	3.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
1695	132	169	10	9.09	-14.2	5.56	13.13	3.73	GOOD_DELIVERY	2026-05-15 09:48:36.073
1363	3	3	0	8.67	-9	0.00	308.34	4.33	FAST_RELIABLE	2026-05-15 09:48:36.073
1861	12	12	1	7.58	-14	8.33	19.84	4.75	GOOD_DELIVERY	2026-05-15 09:48:36.073
201	38	47	2	12.15	-15.53	4.26	14.34	4.3	FAST_RELIABLE	2026-05-15 09:48:36.073
865	11	9	0	11.78	-15.11	0.00	20.31	2.64	GOOD_DELIVERY	2026-05-15 09:48:36.073
699	1	1	0	9	-17	0.00	20.09	5	FAST_RELIABLE	2026-05-15 09:48:36.073
1197	1	1	0	12	-7	0.00	17.69	1	GOOD_DELIVERY	2026-05-15 09:48:36.073
2408	1	1	0	21	-4	0.00	17.66	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2906	1	1	0	24	-11	0.00	17.19	4	FAST_RELIABLE	2026-05-15 09:48:36.073
1054	170	181	13	11.25	-11.99	7.07	17.94	3.79	GOOD_DELIVERY	2026-05-15 09:48:36.073
2551	17	21	1	8.81	-16.71	4.76	34.03	4.52	FAST_RELIABLE	2026-05-15 09:48:36.073
1718	9	8	0	6.13	-11.5	0.00	15.04	3.89	GOOD_DELIVERY	2026-05-15 09:48:36.073
1887	2	0	0	NULL	NULL	0.00	15.10	2.5	GOOD_DELIVERY	2026-05-15 09:48:36.073
1555	5	5	0	7.6	-13.6	0.00	26.87	4.2	FAST_RELIABLE	2026-05-15 09:48:36.073
722	8	8	0	8.5	-13.38	0.00	16.33	4.75	FAST_RELIABLE	2026-05-15 09:48:36.073
2714	1	1	0	9	-18	0.00	19.96	5	FAST_RELIABLE	2026-05-15 09:48:36.073
2073	44	50	2	13.72	-16.66	3.92	24.85	4.24	FAST_RELIABLE	2026-05-15 09:48:36.073
2528	17	17	1	8.29	-12.53	5.88	13.27	4.53	GOOD_DELIVERY	2026-05-15 09:48:36.073
2737	3	1	0	19	-6	0.00	72.26	2.67	GOOD_DELIVERY	2026-05-15 09:48:36.073
3069	11	10	1	12.3	-15.9	9.09	21.73	4	GOOD_DELIVERY	2026-05-15 09:48:36.073
2196	14	14	1	11	-9	7.14	16.14	4.36	GOOD_DELIVERY	2026-05-15 09:48:36.073
1532	1	2	2	16	8	100.00	8.82	3	DELIVERY_RISK	2026-05-15 09:48:36.073
487	2	2	0	7	-13	0.00	17.81	5	FAST_RELIABLE	2026-05-15 09:48:36.073
181	4	4	1	14.25	-10	25.00	27.89	3.75	REGULAR	2026-05-15 09:48:36.073
2594	15	15	0	8.8	-11.33	0.00	25.09	4.6	FAST_RELIABLE	2026-05-15 09:48:36.073
