product_sk	product_category_name	total_orders	total_quantity_sold	total_revenue	avg_selling_price	avg_freight_value	freight_ratio	avg_review_score	avg_delivery_days	delay_rate	product_segment	dwh_create_date
16617	unknown	1	1	864.60	843.00	21.60	2.56	5	17	0.00	REGULAR	2026-05-15 09:24:16.503
16618	automotivo	1	1	65.63	53.90	11.73	21.76	5	5	0.00	REGULAR	2026-05-15 09:24:16.503
16619	informatica_acessorios	4	1	687.40	155.00	16.85	10.87	4.75	16.75	0.00	REGULAR	2026-05-15 09:24:16.503
16620	construcao_ferramentas_construcao	2	1	216.16	89.98	18.11	20.12	4.5	10.5	0.00	REGULAR	2026-05-15 09:24:16.503
16621	cool_stuff	1	1	843.62	829.00	14.62	1.76	5	4	0.00	REGULAR	2026-05-15 09:24:16.503
16622	beleza_saude	6	1	876.58	120.09	26.01	21.66	3.5	14.8	0.00	REGULAR	2026-05-15 09:24:16.503
16623	moveis_decoracao	1	1	30.00	14.90	15.10	101.34	4	12	0.00	REGULAR	2026-05-15 09:24:16.503
16624	esporte_lazer	1	1	46.05	24.90	21.15	84.94	1	18	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16625	automotivo	1	1	82.12	44.90	37.22	82.90	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
16626	informatica_acessorios	1	1	279.10	37.90	17.92	47.28	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
16627	pet_shop	1	1	114.90	96.90	18.00	18.58	5	3	0.00	REGULAR	2026-05-15 09:24:16.503
16628	pet_shop	5	1	367.03	57.99	15.42	26.58	4.2	15.6	20.00	REGULAR	2026-05-15 09:24:16.503
16629	telefonia	1	1	35.09	19.99	15.10	75.54	5	16	0.00	REGULAR	2026-05-15 09:24:16.503
16630	beleza_saude	3	1	64.44	13.70	7.78	56.79	5	6.67	0.00	REGULAR	2026-05-15 09:24:16.503
16631	esporte_lazer	5	1	458.94	75.99	15.80	20.79	4	11.6	20.00	REGULAR	2026-05-15 09:24:16.503
16632	moveis_decoracao	1	1	118.17	99.90	18.27	18.29	4	13	0.00	REGULAR	2026-05-15 09:24:16.503
16633	pet_shop	4	1	1144.55	219.90	66.24	30.12	3.5	19.75	50.00	DELIVERY_RISK	2026-05-15 09:24:16.503
16634	fashion_roupa_masculina	1	1	163.11	49.00	5.37	10.96	5	13	0.00	REGULAR	2026-05-15 09:24:16.503
16635	cama_mesa_banho	1	1	64.53	38.90	25.63	65.89	2	26	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16636	utilidades_domesticas	1	1	25.41	17.70	7.71	43.56	4	2	0.00	REGULAR	2026-05-15 09:24:16.503
16637	informatica_acessorios	1	1	410.91	389.00	21.91	5.63	5	12	0.00	REGULAR	2026-05-15 09:24:16.503
16638	utilidades_domesticas	2	1	245.41	104.97	17.74	16.90	3	2	0.00	REGULAR	2026-05-15 09:24:16.503
16639	fashion_bolsas_e_acessorios	3	1	110.60	24.99	11.88	47.53	2.33	15	33.33	LOW_REVIEW	2026-05-15 09:24:16.503
16640	moveis_decoracao	1	1	260.08	176.99	83.09	46.95	1	15	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16641	brinquedos	1	1	44.52	37.00	7.52	20.32	5	4	0.00	REGULAR	2026-05-15 09:24:16.503
16642	esporte_lazer	1	1	81.12	59.90	21.22	35.43	1	23	100.00	LOW_REVIEW	2026-05-15 09:24:16.503
16643	automotivo	1	1	48.94	29.90	19.04	63.68	4	11	0.00	REGULAR	2026-05-15 09:24:16.503
16644	fashion_bolsas_e_acessorios	2	1	181.97	69.90	21.09	30.16	4.5	18	0.00	REGULAR	2026-05-15 09:24:16.503
16645	papelaria	1	1	159.76	149.90	9.86	6.58	4	6	0.00	REGULAR	2026-05-15 09:24:16.503
16646	brinquedos	1	1	71.14	49.99	21.15	42.31	5	2	0.00	REGULAR	2026-05-15 09:24:16.503
16647	bebes	2	1	1075.17	499.45	38.14	7.64	4.5	12.5	0.00	REGULAR	2026-05-15 09:24:16.503
16648	eletronicos	1	1	96.88	89.00	7.88	8.85	4	5	0.00	REGULAR	2026-05-15 09:24:16.503
16649	esporte_lazer	1	1	613.38	575.99	37.39	6.49	4	6	0.00	REGULAR	2026-05-15 09:24:16.503
16650	cool_stuff	1	1	147.01	129.00	18.01	13.96	0	13	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16651	esporte_lazer	1	1	627.54	599.00	28.54	4.76	4	11	100.00	DELIVERY_RISK	2026-05-15 09:24:16.503
16652	beleza_saude	2	1	272.10	124.11	11.94	9.62	3	12	0.00	REGULAR	2026-05-15 09:24:16.503
16653	consoles_games	3	1	430.76	125.32	18.26	14.57	3.67	22.67	33.33	DELIVERY_RISK	2026-05-15 09:24:16.503
16654	automotivo	1	1	172.29	159.00	13.29	8.36	4	15	0.00	REGULAR	2026-05-15 09:24:16.503
16655	esporte_lazer	1	1	283.62	266.00	17.62	6.62	3	20	0.00	REGULAR	2026-05-15 09:24:16.503
16656	bebes	4	1	552.14	112.40	25.64	22.81	4.75	6	0.00	REGULAR	2026-05-15 09:24:16.503
16657	cama_mesa_banho	1	1	25.85	14.00	11.85	84.64	1	7	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16658	moveis_sala	6	1	1246.45	179.99	27.75	15.42	4.83	14.67	0.00	REGULAR	2026-05-15 09:24:16.503
16659	beleza_saude	1	1	185.88	142.47	43.41	30.47	5	24	0.00	REGULAR	2026-05-15 09:24:16.503
16660	perfumaria	4	1	208.10	39.90	12.13	30.39	4.75	9	0.00	REGULAR	2026-05-15 09:24:16.503
16661	relogios_presentes	4	1	470.76	97.90	19.79	20.21	4.75	13.25	0.00	REGULAR	2026-05-15 09:24:16.503
16662	utilidades_domesticas	1	1	88.27	69.90	18.37	26.28	5	6	0.00	REGULAR	2026-05-15 09:24:16.503
16663	esporte_lazer	1	1	138.72	120.00	18.72	15.60	2	49	100.00	LOW_REVIEW	2026-05-15 09:24:16.503
16664	informatica_acessorios	14	1	797.51	36.77	16.40	44.61	3.4	17.87	6.67	REGULAR	2026-05-15 09:24:16.503
16665	telefonia_fixa	3	1	102.01	16.99	17.01	100.14	3	16.33	0.00	REGULAR	2026-05-15 09:24:16.503
16666	livros_interesse_geral	1	1	44.11	36.00	8.11	22.53	5	3	0.00	REGULAR	2026-05-15 09:24:16.503
16667	alimentos	1	1	127.22	89.90	37.32	41.51	2	16	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16668	informatica_acessorios	1	1	50.01	33.90	16.11	47.52	5	11	0.00	REGULAR	2026-05-15 09:24:16.503
16669	telefonia_fixa	1	1	258.56	230.00	28.56	12.42	4	11	0.00	REGULAR	2026-05-15 09:24:16.503
16670	utilidades_domesticas	2	1	402.02	184.97	16.04	8.67	3	25.5	50.00	DELIVERY_RISK	2026-05-15 09:24:16.503
16671	cama_mesa_banho	4	1	379.48	49.99	13.26	26.52	2.33	9.17	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16672	pet_shop	2	1	232.55	49.44	8.70	17.60	5	7.75	0.00	REGULAR	2026-05-15 09:24:16.503
16673	brinquedos	6	1	408.75	51.40	16.73	32.54	5	12.67	0.00	REGULAR	2026-05-15 09:24:16.503
16674	relogios_presentes	1	1	138.74	119.00	19.74	16.59	5	12	0.00	REGULAR	2026-05-15 09:24:16.503
16675	beleza_saude	1	1	50.38	35.00	15.38	43.94	4	3	0.00	REGULAR	2026-05-15 09:24:16.503
16676	brinquedos	8	1	1376.19	149.90	22.12	14.76	4.25	15.75	0.00	REGULAR	2026-05-15 09:24:16.503
16677	beleza_saude	1	1	67.59	49.99	17.60	35.21	5	10	0.00	REGULAR	2026-05-15 09:24:16.503
16678	cool_stuff	2	1	453.73	199.00	27.87	14.00	5	11	0.00	REGULAR	2026-05-15 09:24:16.503
16679	esporte_lazer	5	1	425.22	47.55	13.19	27.74	4	6.14	0.00	REGULAR	2026-05-15 09:24:16.503
16680	moveis_decoracao	1	1	424.55	48.80	11.85	24.28	2	8	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16681	moveis_decoracao	26	1	3560.77	78.00	29.90	38.34	3.94	11.63	15.15	REGULAR	2026-05-15 09:24:16.503
16682	cama_mesa_banho	1	1	348.48	329.90	18.58	5.63	5	4	0.00	REGULAR	2026-05-15 09:24:16.503
16683	bebes	1	1	474.99	428.00	46.99	10.98	5	9	0.00	REGULAR	2026-05-15 09:24:16.503
16684	automotivo	4	1	578.56	122.40	22.24	18.17	4.5	10.5	0.00	REGULAR	2026-05-15 09:24:16.503
16685	cama_mesa_banho	7	1	927.27	96.15	19.76	20.55	2.63	18	12.50	LOW_REVIEW	2026-05-15 09:24:16.503
16686	telefonia_fixa	2	1	273.62	122.99	13.82	11.24	3	13.5	0.00	REGULAR	2026-05-15 09:24:16.503
16687	automotivo	2	1	164.17	71.49	10.60	14.82	3.5	4.5	0.00	REGULAR	2026-05-15 09:24:16.503
16688	cama_mesa_banho	1	1	270.62	248.80	21.82	8.77	4	15	0.00	REGULAR	2026-05-15 09:24:16.503
16689	esporte_lazer	32	1	4256.78	110.54	18.46	16.70	4.15	13.28	12.12	REGULAR	2026-05-15 09:24:16.503
16690	dvds_blu_ray	2	1	99.65	19.90	29.93	150.38	4.5	15	0.00	REGULAR	2026-05-15 09:24:16.503
16691	cama_mesa_banho	1	1	105.72	79.00	26.72	33.82	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
16692	esporte_lazer	3	1	1094.44	339.90	24.91	7.33	4.67	12	0.00	REGULAR	2026-05-15 09:24:16.503
16693	moveis_decoracao	8	1	1772.56	59.80	20.77	34.73	2.55	10.27	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16694	eletronicos	1	1	197.85	178.50	19.35	10.84	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
16695	telefonia	5	1	234.16	29.99	16.84	56.16	2.6	14.4	20.00	LOW_REVIEW	2026-05-15 09:24:16.503
16696	fashion_bolsas_e_acessorios	1	1	196.01	180.00	16.01	8.89	1	18	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16697	moveis_decoracao	1	1	287.06	249.99	37.07	14.83	5	14	0.00	REGULAR	2026-05-15 09:24:16.503
16698	beleza_saude	8	1	3889.84	440.25	45.98	10.44	4	8.25	0.00	REGULAR	2026-05-15 09:24:16.503
16699	moveis_decoracao	2	1	675.28	299.00	38.64	12.92	5	9	0.00	REGULAR	2026-05-15 09:24:16.503
16700	eletronicos	2	1	90.98	29.90	15.59	52.14	2.5	13	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16701	brinquedos	3	1	4449.48	1350.00	133.16	9.86	3.33	20.33	0.00	REGULAR	2026-05-15 09:24:16.503
16702	beleza_saude	1	1	138.84	119.90	18.94	15.80	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
16703	utilidades_domesticas	1	1	32.99	24.70	8.29	33.56	5	6	0.00	REGULAR	2026-05-15 09:24:16.503
16704	fashion_calcados	3	1	121.24	25.90	14.51	56.04	4.33	12.33	0.00	REGULAR	2026-05-15 09:24:16.503
16705	telefonia	1	1	54.90	34.90	20.00	57.31	4	10	0.00	REGULAR	2026-05-15 09:24:16.503
16706	cama_mesa_banho	3	1	296.33	79.00	19.78	25.03	4.67	6.67	0.00	REGULAR	2026-05-15 09:24:16.503
16707	cama_mesa_banho	1	1	197.38	179.00	18.38	10.27	5	9	0.00	REGULAR	2026-05-15 09:24:16.503
16708	utilidades_domesticas	1	1	86.46	25.00	18.23	72.92	5	11	0.00	REGULAR	2026-05-15 09:24:16.503
16709	bebes	3	1	120.05	23.32	16.69	71.57	3.33	17.33	0.00	REGULAR	2026-05-15 09:24:16.503
16710	brinquedos	7	1	185.02	10.98	12.15	110.66	4.63	8.5	0.00	REGULAR	2026-05-15 09:24:16.503
16711	utilidades_domesticas	1	1	151.96	48.90	27.08	55.38	5	11	0.00	REGULAR	2026-05-15 09:24:16.503
16712	moveis_decoracao	2	1	72.79	18.75	17.65	94.11	3	37	50.00	DELIVERY_RISK	2026-05-15 09:24:16.503
16713	ferramentas_jardim	4	1	764.02	168.65	22.36	13.26	5	11.25	0.00	REGULAR	2026-05-15 09:24:16.503
16714	beleza_saude	2	1	511.07	240.00	15.54	6.47	4	5	0.00	REGULAR	2026-05-15 09:24:16.503
16715	bebes	1	1	74.00	65.80	8.20	12.46	5	3	0.00	REGULAR	2026-05-15 09:24:16.503
16716	brinquedos	1	1	592.77	569.90	22.87	4.01	1	NULL	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16717	relogios_presentes	1	1	762.14	738.00	24.14	3.27	3	16	0.00	REGULAR	2026-05-15 09:24:16.503
16718	cama_mesa_banho	1	1	45.10	30.00	15.10	50.33	4	10	0.00	REGULAR	2026-05-15 09:24:16.503
16719	esporte_lazer	9	1	554.64	35.90	10.32	28.75	5	3.92	0.00	REGULAR	2026-05-15 09:24:16.503
16720	relogios_presentes	2	1	1345.83	656.85	16.07	2.45	4	10	0.00	REGULAR	2026-05-15 09:24:16.503
16721	utilidades_domesticas	1	1	355.02	330.00	25.02	7.58	5	5	0.00	REGULAR	2026-05-15 09:24:16.503
16722	cama_mesa_banho	1	1	119.89	100.00	19.89	19.89	5	19	0.00	REGULAR	2026-05-15 09:24:16.503
16723	beleza_saude	1	1	2838.22	2799.65	38.57	1.38	5	6	0.00	REGULAR	2026-05-15 09:24:16.503
16724	moveis_decoracao	1	1	134.99	115.90	19.09	16.47	5	31	0.00	REGULAR	2026-05-15 09:24:16.503
16725	moveis_decoracao	4	1	769.21	169.94	22.36	13.16	5	12.5	0.00	REGULAR	2026-05-15 09:24:16.503
16726	unknown	1	1	107.37	89.90	17.47	19.43	4	14	0.00	REGULAR	2026-05-15 09:24:16.503
16727	moveis_decoracao	32	1	6195.44	163.69	29.92	18.28	4.03	14.1	6.25	REGULAR	2026-05-15 09:24:16.503
16728	cama_mesa_banho	1	1	157.28	129.90	27.38	21.08	5	24	0.00	REGULAR	2026-05-15 09:24:16.503
16729	utilidades_domesticas	7	1	1424.15	165.00	38.45	23.30	3.43	19	14.29	REGULAR	2026-05-15 09:24:16.503
16730	instrumentos_musicais	3	1	208.34	57.90	11.55	19.94	4	7.67	0.00	REGULAR	2026-05-15 09:24:16.503
16732	beleza_saude	1	1	48.21	29.90	18.31	61.24	4	8	0.00	REGULAR	2026-05-15 09:24:16.503
16733	automotivo	2	1	150.59	31.99	18.21	56.91	4.67	4.67	0.00	REGULAR	2026-05-15 09:24:16.503
16734	moveis_escritorio	1	1	133.51	114.99	18.52	16.11	4	19	0.00	REGULAR	2026-05-15 09:24:16.503
16735	perfumaria	2	1	110.08	44.10	10.94	24.81	4.5	7	0.00	REGULAR	2026-05-15 09:24:16.503
16736	construcao_ferramentas_construcao	1	1	171.27	158.95	12.32	7.75	5	2	0.00	REGULAR	2026-05-15 09:24:16.503
16737	relogios_presentes	1	1	137.27	124.90	12.37	9.90	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
16738	beleza_saude	1	1	156.74	140.00	16.74	11.96	4	33	100.00	DELIVERY_RISK	2026-05-15 09:24:16.503
16739	malas_acessorios	9	1	1252.66	118.90	20.28	17.06	4.56	10.22	0.00	REGULAR	2026-05-15 09:24:16.503
16740	moveis_decoracao	4	1	739.79	99.99	23.31	23.31	3	16.83	16.67	REGULAR	2026-05-15 09:24:16.503
16741	brinquedos	6	1	280.17	32.29	14.40	44.60	4.67	8.17	16.67	REGULAR	2026-05-15 09:24:16.503
16742	perfumaria	1	1	145.00	136.78	8.22	6.01	5	7	100.00	DELIVERY_RISK	2026-05-15 09:24:16.503
16743	informatica_acessorios	1	1	236.74	217.34	19.40	8.93	3	22	100.00	DELIVERY_RISK	2026-05-15 09:24:16.503
16744	ferramentas_jardim	1	1	98.60	78.00	20.60	26.41	1	41	100.00	LOW_REVIEW	2026-05-15 09:24:16.503
16745	cama_mesa_banho	1	1	117.85	99.90	17.95	17.97	4	9	0.00	REGULAR	2026-05-15 09:24:16.503
16746	utilidades_domesticas	2	1	115.30	44.00	13.65	31.02	5	7.5	0.00	REGULAR	2026-05-15 09:24:16.503
16747	unknown	1	1	33.44	24.10	9.34	38.76	5	4	0.00	REGULAR	2026-05-15 09:24:16.503
16748	moveis_escritorio	1	1	206.14	179.90	26.24	14.59	4	5	0.00	REGULAR	2026-05-15 09:24:16.503
16749	esporte_lazer	1	1	627.65	614.99	12.66	2.06	5	2	0.00	REGULAR	2026-05-15 09:24:16.503
16750	automotivo	1	1	328.08	318.98	9.10	2.85	5	3	0.00	REGULAR	2026-05-15 09:24:16.503
16751	telefonia	1	1	75.07	59.90	15.17	25.33	4	19	0.00	REGULAR	2026-05-15 09:24:16.503
16752	cama_mesa_banho	13	1	1581.80	107.98	13.70	12.69	3.92	7.31	0.00	REGULAR	2026-05-15 09:24:16.503
16753	casa_construcao	3	1	522.99	156.45	17.88	11.43	4.33	14	33.33	DELIVERY_RISK	2026-05-15 09:24:16.503
16754	informatica_acessorios	3	1	272.97	78.00	12.99	16.65	4.33	6.33	0.00	REGULAR	2026-05-15 09:24:16.503
16755	casa_construcao	1	1	99.60	37.95	11.85	31.23	1	21	100.00	LOW_REVIEW	2026-05-15 09:24:16.503
16756	papelaria	1	1	219.54	199.99	19.55	9.78	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
16757	moveis_decoracao	6	1	210.68	18.90	16.21	85.78	4.5	9.5	0.00	REGULAR	2026-05-15 09:24:16.503
16758	cool_stuff	4	1	3707.81	876.73	50.23	5.73	3.75	16.67	0.00	REGULAR	2026-05-15 09:24:16.503
16759	moveis_decoracao	1	1	154.45	129.00	25.45	19.73	4	16	0.00	REGULAR	2026-05-15 09:24:16.503
16760	moveis_decoracao	2	1	277.54	49.90	19.49	39.05	5	8.25	0.00	REGULAR	2026-05-15 09:24:16.503
16761	beleza_saude	3	1	510.01	149.65	20.35	13.60	5	7.33	0.00	REGULAR	2026-05-15 09:24:16.503
16762	automotivo	2	1	107.75	11.42	15.52	135.83	4.75	15.5	0.00	REGULAR	2026-05-15 09:24:16.503
16763	moveis_decoracao	1	1	307.80	259.90	47.90	18.43	3	21	0.00	REGULAR	2026-05-15 09:24:16.503
16764	moveis_decoracao	1	1	198.54	159.90	38.64	24.17	4	8	0.00	REGULAR	2026-05-15 09:24:16.503
16765	telefonia	1	1	68.78	59.99	8.79	14.65	4	7	0.00	REGULAR	2026-05-15 09:24:16.503
16766	eletroportateis	9	1	819.51	61.58	12.93	20.99	3.64	7.09	0.00	REGULAR	2026-05-15 09:24:16.503
16767	moveis_decoracao	1	1	531.45	510.00	21.45	4.21	5	27	100.00	DELIVERY_RISK	2026-05-15 09:24:16.503
16768	eletrodomesticos_2	1	1	163.38	139.90	23.48	16.78	2	4	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16769	esporte_lazer	1	1	106.78	89.90	16.88	18.78	3	11	0.00	REGULAR	2026-05-15 09:24:16.503
16770	moveis_decoracao	6	1	699.25	49.00	20.93	42.70	3.5	23.9	30.00	DELIVERY_RISK	2026-05-15 09:24:16.503
16771	moveis_decoracao	9	1	2772.37	255.56	52.49	20.54	3.22	20.44	33.33	DELIVERY_RISK	2026-05-15 09:24:16.503
16772	portateis_casa_forno_e_cafe	1	1	673.47	640.99	32.48	5.07	1	10	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16773	esporte_lazer	2	1	68.86	21.60	12.83	59.40	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
16774	utilidades_domesticas	1	1	173.20	158.00	15.20	9.62	3	5	0.00	REGULAR	2026-05-15 09:24:16.503
16775	eletronicos	1	1	140.92	52.00	18.46	35.50	1	10	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16776	eletronicos	1	1	40.25	22.00	18.25	82.95	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
16777	brinquedos	1	1	66.53	49.99	16.54	33.09	5	9	0.00	REGULAR	2026-05-15 09:24:16.503
16778	utilidades_domesticas	1	1	80.20	65.00	15.20	23.38	3	9	0.00	REGULAR	2026-05-15 09:24:16.503
16779	utilidades_domesticas	5	1	745.64	132.48	16.65	12.57	5	7.6	0.00	REGULAR	2026-05-15 09:24:16.503
16780	brinquedos	1	1	179.54	156.90	22.64	14.43	3	4	0.00	REGULAR	2026-05-15 09:24:16.503
16781	fashion_bolsas_e_acessorios	1	1	21.41	13.30	8.11	60.98	5	6	0.00	REGULAR	2026-05-15 09:24:16.503
16782	esporte_lazer	2	1	252.51	95.00	31.26	32.90	5	14	0.00	REGULAR	2026-05-15 09:24:16.503
16783	bebes	8	1	660.87	66.24	16.37	24.71	4.13	17.13	12.50	REGULAR	2026-05-15 09:24:16.503
16784	moveis_decoracao	1	1	92.30	78.00	14.30	18.33	5	11	0.00	REGULAR	2026-05-15 09:24:16.503
16785	ferramentas_jardim	2	1	101.41	35.65	15.06	42.23	5	16.5	0.00	REGULAR	2026-05-15 09:24:16.503
16786	esporte_lazer	3	1	195.65	43.27	21.95	50.73	2.67	9.33	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16787	relogios_presentes	1	1	115.44	99.99	15.45	15.45	5	13	0.00	REGULAR	2026-05-15 09:24:16.503
16788	beleza_saude	3	1	176.89	39.00	19.96	51.19	4.67	10.67	0.00	REGULAR	2026-05-15 09:24:16.503
16789	informatica_acessorios	1	1	59.24	46.55	12.69	27.26	5	14	0.00	REGULAR	2026-05-15 09:24:16.503
16790	brinquedos	1	1	224.54	199.99	24.55	12.28	3	20	0.00	REGULAR	2026-05-15 09:24:16.503
16791	esporte_lazer	1	1	183.84	149.00	34.84	23.38	3	14	0.00	REGULAR	2026-05-15 09:24:16.503
16792	bebes	2	1	415.59	186.50	21.30	11.42	5	17	0.00	REGULAR	2026-05-15 09:24:16.503
16793	relogios_presentes	1	1	120.09	99.00	21.09	21.30	4	19	0.00	REGULAR	2026-05-15 09:24:16.503
16794	papelaria	2	1	116.95	45.00	13.48	29.94	5	9.5	0.00	REGULAR	2026-05-15 09:24:16.503
16795	moveis_sala	1	1	89.70	68.90	20.80	30.19	3	7	0.00	REGULAR	2026-05-15 09:24:16.503
16796	alimentos	1	1	81.46	57.90	23.56	40.69	5	10	0.00	REGULAR	2026-05-15 09:24:16.503
16797	esporte_lazer	1	1	56.87	43.90	12.97	29.54	5	5	0.00	REGULAR	2026-05-15 09:24:16.503
16798	automotivo	2	1	192.22	77.35	18.76	24.25	5	12.5	0.00	REGULAR	2026-05-15 09:24:16.503
16799	relogios_presentes	1	1	227.83	200.00	27.83	13.92	1	9	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16800	moveis_decoracao	2	1	165.57	66.30	16.49	24.86	3.5	13	0.00	REGULAR	2026-05-15 09:24:16.503
16801	livros_importados	2	1	135.34	63.00	4.67	7.41	5	3	0.00	REGULAR	2026-05-15 09:24:16.503
16802	brinquedos	1	1	46.82	27.50	19.32	70.25	4	9	0.00	REGULAR	2026-05-15 09:24:16.503
16803	relogios_presentes	1	1	712.05	699.90	12.15	1.74	5	3	0.00	REGULAR	2026-05-15 09:24:16.503
16804	utilidades_domesticas	1	1	48.87	39.99	8.88	22.21	5	3	0.00	REGULAR	2026-05-15 09:24:16.503
16805	telefonia_fixa	2	1	230.06	104.20	10.83	10.39	2.5	16	50.00	LOW_REVIEW	2026-05-15 09:24:16.503
16806	moveis_decoracao	1	1	67.76	52.64	15.12	28.72	5	11	0.00	REGULAR	2026-05-15 09:24:16.503
16807	fashion_calcados	1	1	44.00	29.90	14.10	47.16	3.5	22	100.00	DELIVERY_RISK	2026-05-15 09:24:16.503
16808	fashion_bolsas_e_acessorios	1	1	420.47	402.90	17.57	4.36	4	8	0.00	REGULAR	2026-05-15 09:24:16.503
16809	livros_tecnicos	1	1	118.17	99.90	18.27	18.29	5	13	0.00	REGULAR	2026-05-15 09:24:16.503
16810	automotivo	1	1	464.05	425.00	39.05	9.19	4	21	0.00	REGULAR	2026-05-15 09:24:16.503
16811	cama_mesa_banho	1	1	106.55	86.70	19.85	22.90	5	9	0.00	REGULAR	2026-05-15 09:24:16.503
16812	brinquedos	16	1	978.90	37.45	16.94	45.23	4.11	13.56	5.56	REGULAR	2026-05-15 09:24:16.503
16813	eletroportateis	1	1	385.18	359.90	25.28	7.02	4	9	0.00	REGULAR	2026-05-15 09:24:16.503
16814	casa_construcao	1	1	647.60	630.50	17.10	2.71	1	7	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16815	market_place	1	1	176.45	149.90	26.55	17.71	4	8	0.00	REGULAR	2026-05-15 09:24:16.503
16816	utilidades_domesticas	1	1	34.96	18.13	16.83	92.83	5	6	0.00	REGULAR	2026-05-15 09:24:16.503
16817	beleza_saude	6	1	242.34	30.68	9.71	31.63	4.17	7.4	0.00	REGULAR	2026-05-15 09:24:16.503
16818	cama_mesa_banho	2	1	3619.01	1740.00	69.51	3.99	5	10	0.00	REGULAR	2026-05-15 09:24:16.503
16819	cama_mesa_banho	1	1	28.58	10.95	17.63	161.00	4	5	0.00	REGULAR	2026-05-15 09:24:16.503
16820	malas_acessorios	10	1	703.15	55.90	14.42	25.79	4.6	9.7	0.00	REGULAR	2026-05-15 09:24:16.503
16821	utilidades_domesticas	1	1	39.78	32.00	7.78	24.31	1	8	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16822	bebes	3	1	656.44	189.00	29.81	15.77	4.33	17.67	0.00	REGULAR	2026-05-15 09:24:16.503
16823	cama_mesa_banho	4	1	550.32	122.40	15.18	12.40	2.75	11.5	25.00	LOW_REVIEW	2026-05-15 09:24:16.503
16824	informatica_acessorios	1	1	109.40	66.90	42.50	63.53	5	18	0.00	REGULAR	2026-05-15 09:24:16.503
16825	beleza_saude	2	1	867.27	360.00	73.64	20.46	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
16826	automotivo	1	1	53.15	19.00	34.15	179.74	4	27	100.00	DELIVERY_RISK	2026-05-15 09:24:16.503
16827	livros_tecnicos	1	1	70.42	58.99	11.43	19.38	4	3	0.00	REGULAR	2026-05-15 09:24:16.503
16828	casa_construcao	1	1	254.26	239.90	14.36	5.99	3	5	0.00	REGULAR	2026-05-15 09:24:16.503
16830	utilidades_domesticas	1	1	78.47	59.90	18.57	31.00	5	12	0.00	REGULAR	2026-05-15 09:24:16.503
16831	esporte_lazer	1	1	76.97	54.88	22.09	40.25	5	9	0.00	REGULAR	2026-05-15 09:24:16.503
16832	unknown	1	1	56.75	44.90	11.85	26.39	1	4	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
16833	perfumaria	5	1	1518.31	269.72	33.94	12.58	4.6	20.8	20.00	REGULAR	2026-05-15 09:24:16.503
16834	construcao_ferramentas_seguranca	1	1	186.62	173.90	12.72	7.31	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
16835	cama_mesa_banho	1	1	48.82	34.99	13.83	39.53	3	4	0.00	REGULAR	2026-05-15 09:24:16.503
16836	esporte_lazer	1	1	113.15	99.90	13.25	13.26	5	6	0.00	REGULAR	2026-05-15 09:24:16.503
16837	moveis_decoracao	1	1	294.91	212.33	82.58	38.89	5	11	0.00	REGULAR	2026-05-15 09:24:16.503
16838	bebes	15	1	1144.06	59.99	16.28	27.14	3.4	15.87	13.33	REGULAR	2026-05-15 09:24:16.503
16839	ferramentas_jardim	2	1	510.66	238.50	16.83	7.06	5	13	0.00	REGULAR	2026-05-15 09:24:16.503
16840	esporte_lazer	2	1	2150.62	990.00	85.31	8.62	5	10.5	0.00	REGULAR	2026-05-15 09:24:16.503
16841	moveis_decoracao	2	1	149.33	26.15	11.18	42.76	4.25	7.5	0.00	REGULAR	2026-05-15 09:24:16.503
