product_sk	product_category_name	total_orders	total_quantity_sold	total_revenue	avg_selling_price	avg_freight_value	freight_ratio	avg_review_score	avg_delivery_days	delay_rate	product_segment	dwh_create_date
7505	brinquedos	1	1	28.88	19.99	8.89	44.47	1	4	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7506	unknown	1	1	55.00	39.90	15.10	37.84	4	9	0.00	REGULAR	2026-05-15 09:24:16.503
7507	casa_construcao	1	1	31.14	22.50	8.64	38.40	3	1	0.00	REGULAR	2026-05-15 09:24:16.503
7508	ferramentas_jardim	1	1	208.89	189.99	18.90	9.95	4	17	0.00	REGULAR	2026-05-15 09:24:16.503
7509	esporte_lazer	1	1	76.64	61.90	14.74	23.81	5	4	0.00	REGULAR	2026-05-15 09:24:16.503
7510	construcao_ferramentas_jardim	5	1	760.01	129.30	22.70	17.56	5	11	0.00	REGULAR	2026-05-15 09:24:16.503
7511	pet_shop	4	1	479.50	99.90	19.98	19.99	1.75	22.33	50.00	LOW_REVIEW	2026-05-15 09:24:16.503
7512	cama_mesa_banho	1	1	102.10	84.26	17.84	21.17	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
7513	fashion_bolsas_e_acessorios	2	1	76.18	22.99	15.10	65.68	2.5	26	50.00	LOW_REVIEW	2026-05-15 09:24:16.503
7514	ferramentas_jardim	1	1	35.91	23.09	12.82	55.52	5	4	0.00	REGULAR	2026-05-15 09:24:16.503
7515	esporte_lazer	1	1	213.33	173.67	39.66	22.84	5	14	0.00	REGULAR	2026-05-15 09:24:16.503
7516	audio	1	1	74.16	59.00	15.16	25.69	5	10	0.00	REGULAR	2026-05-15 09:24:16.503
7517	bebes	1	1	58.59	49.90	8.69	17.41	5	2	0.00	REGULAR	2026-05-15 09:24:16.503
7518	casa_construcao	3	1	233.31	37.95	8.71	22.96	3.6	15	80.00	DELIVERY_RISK	2026-05-15 09:24:16.503
7519	brinquedos	1	1	131.47	109.90	21.57	19.63	4	27	0.00	REGULAR	2026-05-15 09:24:16.503
7520	unknown	3	1	495.95	154.44	10.88	7.04	5	7.33	0.00	REGULAR	2026-05-15 09:24:16.503
7521	cama_mesa_banho	2	1	103.95	38.50	13.48	35.00	3	27.5	50.00	DELIVERY_RISK	2026-05-15 09:24:16.503
7522	moveis_escritorio	1	1	196.25	139.99	56.26	40.19	5	33	0.00	REGULAR	2026-05-15 09:24:16.503
7523	moveis_decoracao	1	1	104.30	89.90	14.40	16.02	4	11	0.00	REGULAR	2026-05-15 09:24:16.503
7524	consoles_games	1	1	51.66	43.20	8.46	19.58	5	5	0.00	REGULAR	2026-05-15 09:24:16.503
7525	esporte_lazer	3	1	163.07	33.46	20.89	62.44	4.67	15.67	0.00	REGULAR	2026-05-15 09:24:16.503
7526	cool_stuff	1	1	271.23	249.00	22.23	8.93	5	14	0.00	REGULAR	2026-05-15 09:24:16.503
7527	moveis_sala	1	1	113.40	89.90	23.50	26.14	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
7528	papelaria	7	1	771.48	89.53	20.69	23.11	4	18.71	14.29	REGULAR	2026-05-15 09:24:16.503
7529	moveis_decoracao	1	1	200.47	181.62	18.85	10.38	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
7530	cama_mesa_banho	1	1	398.01	374.90	23.11	6.16	5	10	0.00	REGULAR	2026-05-15 09:24:16.503
7531	cama_mesa_banho	1	1	161.88	143.00	18.88	13.20	3	14	0.00	REGULAR	2026-05-15 09:24:16.503
7532	cama_mesa_banho	1	1	144.76	126.00	18.76	14.89	5	16	0.00	REGULAR	2026-05-15 09:24:16.503
7533	moveis_decoracao	1	1	32.69	19.90	12.79	64.27	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
7534	beleza_saude	3	1	332.19	94.50	16.23	17.17	4.33	6	0.00	REGULAR	2026-05-15 09:24:16.503
7535	relogios_presentes	1	1	192.66	179.90	12.76	7.09	5	10	0.00	REGULAR	2026-05-15 09:24:16.503
7536	moveis_decoracao	1	1	107.29	83.90	23.39	27.88	5	6	0.00	REGULAR	2026-05-15 09:24:16.503
7537	unknown	1	1	49.36	27.30	22.06	80.81	2	31	100.00	LOW_REVIEW	2026-05-15 09:24:16.503
7538	eletrodomesticos	1	1	75.28	62.40	12.88	20.64	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
7539	relogios_presentes	1	1	276.03	259.46	16.57	6.39	1	43	100.00	LOW_REVIEW	2026-05-15 09:24:16.503
7540	utilidades_domesticas	1	1	59.42	44.90	14.52	32.34	1	37	100.00	LOW_REVIEW	2026-05-15 09:24:16.503
7541	esporte_lazer	1	1	78.76	69.90	8.86	12.68	4	8	0.00	REGULAR	2026-05-15 09:24:16.503
7542	esporte_lazer	12	1	1883.12	118.38	26.48	22.37	4.85	8.85	0.00	REGULAR	2026-05-15 09:24:16.503
7543	telefonia	1	1	456.95	432.00	24.95	5.78	5	9	0.00	REGULAR	2026-05-15 09:24:16.503
7544	relogios_presentes	6	1	305.16	38.00	12.86	33.84	2.83	9.4	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7545	cama_mesa_banho	3	1	301.92	61.00	14.48	23.74	2.5	13.75	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7546	moveis_decoracao	1	1	260.36	242.90	17.46	7.19	5	21	0.00	REGULAR	2026-05-15 09:24:16.503
7547	automotivo	1	1	258.51	249.90	8.61	3.45	1	18	100.00	LOW_REVIEW	2026-05-15 09:24:16.503
7548	cool_stuff	1	1	67.42	49.50	17.92	36.20	3	22	0.00	REGULAR	2026-05-15 09:24:16.503
7549	utilidades_domesticas	1	1	107.42	89.00	18.42	20.70	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
7550	brinquedos	2	1	289.09	109.90	34.65	31.52	5	7.5	0.00	REGULAR	2026-05-15 09:24:16.503
7551	perfumaria	1	1	113.56	39.99	16.79	41.99	5	17	0.00	REGULAR	2026-05-15 09:24:16.503
7552	cama_mesa_banho	5	1	265.27	38.99	14.06	36.07	4.2	12.6	0.00	REGULAR	2026-05-15 09:24:16.503
7553	brinquedos	5	1	861.68	153.93	18.41	11.96	4.6	10.4	0.00	REGULAR	2026-05-15 09:24:16.503
7554	fashion_bolsas_e_acessorios	1	1	31.90	16.80	15.10	89.88	1	38	100.00	LOW_REVIEW	2026-05-15 09:24:16.503
7555	pet_shop	1	1	64.56	59.99	4.57	7.62	5	10	0.00	REGULAR	2026-05-15 09:24:16.503
7556	cama_mesa_banho	1	1	60.59	42.99	17.60	40.94	0	22	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7557	automotivo	2	1	181.74	36.00	24.58	68.28	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
7558	bebes	1	1	3005.06	2699.00	306.06	11.34	5	6	0.00	REGULAR	2026-05-15 09:24:16.503
7559	informatica_acessorios	1	1	51.91	28.99	22.92	79.06	2	27	100.00	LOW_REVIEW	2026-05-15 09:24:16.503
7560	casa_construcao	1	1	148.54	139.90	8.64	6.18	3	1	0.00	REGULAR	2026-05-15 09:24:16.503
7561	telefonia	1	1	40.00	25.90	14.10	54.44	1	39	100.00	LOW_REVIEW	2026-05-15 09:24:16.503
7562	bebes	4	1	251.62	49.90	13.01	26.06	4.75	8.75	0.00	REGULAR	2026-05-15 09:24:16.503
7563	ferramentas_jardim	1	1	1004.52	920.00	84.52	9.19	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
7564	esporte_lazer	2	1	270.78	111.23	24.17	21.73	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
7565	utilidades_domesticas	1	1	25.29	17.90	7.39	41.28	5	3	0.00	REGULAR	2026-05-15 09:24:16.503
7566	brinquedos	6	1	2332.68	368.32	20.46	5.55	5	9.67	0.00	REGULAR	2026-05-15 09:24:16.503
7567	fashion_bolsas_e_acessorios	1	1	455.82	439.00	16.82	3.83	0	31	100.00	LOW_REVIEW	2026-05-15 09:24:16.503
7568	agro_industria_e_comercio	1	1	97.78	89.90	7.88	8.77	4	10	0.00	REGULAR	2026-05-15 09:24:16.503
7569	cama_mesa_banho	1	1	199.48	184.10	15.38	8.35	5	9	0.00	REGULAR	2026-05-15 09:24:16.503
7570	pet_shop	3	1	263.41	71.99	15.81	21.97	4.67	14	0.00	REGULAR	2026-05-15 09:24:16.503
7571	telefonia	6	1	224.66	19.90	17.54	88.16	3.17	17.17	33.33	DELIVERY_RISK	2026-05-15 09:24:16.503
7572	brinquedos	3	1	641.95	199.96	14.02	7.01	3.67	26.67	33.33	DELIVERY_RISK	2026-05-15 09:24:16.503
7573	moveis_decoracao	1	1	73.96	47.90	26.06	54.41	5	21	0.00	REGULAR	2026-05-15 09:24:16.503
7574	sinalizacao_e_seguranca	1	1	154.60	38.90	38.40	98.71	5	24	0.00	REGULAR	2026-05-15 09:24:16.503
7575	beleza_saude	13	1	1716.16	110.32	12.26	11.12	3.86	7.43	14.29	REGULAR	2026-05-15 09:24:16.503
7576	moveis_decoracao	1	1	84.14	69.90	14.24	20.37	4	9	0.00	REGULAR	2026-05-15 09:24:16.503
7577	cama_mesa_banho	1	1	129.41	112.99	16.42	14.53	5	5	0.00	REGULAR	2026-05-15 09:24:16.503
7578	esporte_lazer	1	1	58.52	49.80	8.72	17.51	5	4	0.00	REGULAR	2026-05-15 09:24:16.503
7579	fashion_underwear_e_moda_praia	5	1	849.39	155.00	14.88	9.60	3.8	15.2	0.00	REGULAR	2026-05-15 09:24:16.503
7580	esporte_lazer	1	1	84.62	73.50	11.12	15.13	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
7581	livros_tecnicos	1	1	69.54	50.00	19.54	39.08	5	11	0.00	REGULAR	2026-05-15 09:24:16.503
7582	automotivo	1	1	270.36	49.99	17.60	35.21	4	16	0.00	REGULAR	2026-05-15 09:24:16.503
7583	brinquedos	1	1	85.15	69.90	15.25	21.82	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
7584	malas_acessorios	1	1	125.98	89.90	36.08	40.13	4	5	0.00	REGULAR	2026-05-15 09:24:16.503
7585	telefonia	1	1	239.76	229.99	9.77	4.25	1	15	100.00	LOW_REVIEW	2026-05-15 09:24:16.503
7586	relogios_presentes	1	1	718.99	699.00	19.99	2.86	1	NULL	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7587	fashion_calcados	1	1	102.74	84.90	17.84	21.01	5	22	0.00	REGULAR	2026-05-15 09:24:16.503
7588	papelaria	9	1	2172.45	223.83	17.55	7.84	4.89	15.44	0.00	REGULAR	2026-05-15 09:24:16.503
7589	alimentos	1	1	64.23	49.00	15.23	31.08	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
7590	moveis_decoracao	1	1	52.59	39.90	12.69	31.80	4	16	0.00	REGULAR	2026-05-15 09:24:16.503
7591	pet_shop	2	1	708.03	317.50	36.52	11.50	5	11.5	0.00	REGULAR	2026-05-15 09:24:16.503
7592	casa_construcao	2	1	316.45	140.00	18.23	13.02	0.5	7.5	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7593	moveis_decoracao	1	1	42.22	23.99	18.23	75.99	4	23	100.00	DELIVERY_RISK	2026-05-15 09:24:16.503
7594	brinquedos	1	1	360.79	349.99	10.80	3.09	5	2	0.00	REGULAR	2026-05-15 09:24:16.503
7595	cool_stuff	1	1	58.46	42.90	15.56	36.27	4	9	0.00	REGULAR	2026-05-15 09:24:16.503
7596	moveis_decoracao	1	1	143.02	124.90	18.12	14.51	5	14	0.00	REGULAR	2026-05-15 09:24:16.503
7597	construcao_ferramentas_construcao	1	1	303.46	289.00	14.46	5.00	5	3	0.00	REGULAR	2026-05-15 09:24:16.503
7598	beleza_saude	1	1	37.37	29.90	7.47	24.98	5	5	0.00	REGULAR	2026-05-15 09:24:16.503
7599	esporte_lazer	4	1	528.36	113.90	18.19	15.97	3	23.75	50.00	DELIVERY_RISK	2026-05-15 09:24:16.503
7600	bebes	2	1	165.57	69.99	12.80	18.28	3.5	4	0.00	REGULAR	2026-05-15 09:24:16.503
7601	brinquedos	1	1	98.32	55.65	42.67	76.68	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
7602	beleza_saude	1	1	47.44	39.90	7.54	18.90	5	2	0.00	REGULAR	2026-05-15 09:24:16.503
7603	telefonia_fixa	2	1	71.29	19.99	15.66	78.31	2.5	16.5	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7604	cama_mesa_banho	1	1	133.04	119.90	13.14	10.96	5	4	0.00	REGULAR	2026-05-15 09:24:16.503
7605	pet_shop	1	1	156.73	139.99	16.74	11.96	5	9	0.00	REGULAR	2026-05-15 09:24:16.503
7606	climatizacao	1	1	26.00	10.90	15.10	138.53	1	8	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7607	informatica_acessorios	1	1	2009.62	1980.00	29.62	1.50	1	9	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7608	beleza_saude	1	1	160.64	126.00	34.64	27.49	1	10	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7609	eletronicos	1	1	58.30	42.90	15.40	35.90	5	4	0.00	REGULAR	2026-05-15 09:24:16.503
7610	eletronicos	1	1	623.70	89.90	34.84	38.75	5	12	0.00	REGULAR	2026-05-15 09:24:16.503
7611	informatica_acessorios	4	1	236.60	46.00	13.15	28.59	4.5	6	0.00	REGULAR	2026-05-15 09:24:16.503
7612	moveis_decoracao	1	1	84.81	59.90	24.91	41.59	5	27	0.00	REGULAR	2026-05-15 09:24:16.503
7613	moveis_decoracao	1	1	322.96	299.00	23.96	8.01	4	20	0.00	REGULAR	2026-05-15 09:24:16.503
7614	beleza_saude	1	1	138.64	120.00	18.64	15.53	5	6	0.00	REGULAR	2026-05-15 09:24:16.503
7615	automotivo	4	1	177.97	17.33	12.33	71.13	5	8.67	16.67	REGULAR	2026-05-15 09:24:16.503
7616	casa_conforto	6	1	1477.47	230.00	16.25	7.06	2.67	12.5	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7617	livros_interesse_geral	1	1	32.69	19.90	12.79	64.27	4	11	0.00	REGULAR	2026-05-15 09:24:16.503
7618	esporte_lazer	1	1	121.09	99.90	21.19	21.21	4	16	0.00	REGULAR	2026-05-15 09:24:16.503
7619	pet_shop	1	1	51.81	29.99	21.82	72.76	5	6	0.00	REGULAR	2026-05-15 09:24:16.503
7620	unknown	1	1	133.96	95.00	38.96	41.01	4	24	0.00	REGULAR	2026-05-15 09:24:16.503
7621	construcao_ferramentas_ferramentas	1	1	34.03	15.80	18.23	115.38	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
7622	cool_stuff	15	1	2170.39	130.66	14.04	10.74	4.47	8.53	6.67	REGULAR	2026-05-15 09:24:16.503
7623	bebidas	6	1	282.09	36.49	10.53	28.84	3.67	6.33	0.00	REGULAR	2026-05-15 09:24:16.503
7624	bebes	2	1	408.48	180.40	23.84	13.22	5	12.5	0.00	REGULAR	2026-05-15 09:24:16.503
7625	bebes	20	1	3022.53	123.78	20.15	16.28	4.24	15.05	4.76	REGULAR	2026-05-15 09:24:16.503
7626	eletronicos	1	1	246.82	237.00	9.82	4.14	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
7627	fashion_bolsas_e_acessorios	1	1	150.30	129.00	21.30	16.51	4	15	0.00	REGULAR	2026-05-15 09:24:16.503
7628	utilidades_domesticas	1	1	22.78	5.99	16.79	280.30	4	10	0.00	REGULAR	2026-05-15 09:24:16.503
7629	construcao_ferramentas_jardim	4	1	1718.42	410.00	19.61	4.78	3.5	11.33	0.00	REGULAR	2026-05-15 09:24:16.503
7630	moveis_decoracao	1	1	51.62	39.90	11.72	29.37	0	4	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7631	informatica_acessorios	1	1	139.53	19.90	26.61	133.72	5	30	0.00	REGULAR	2026-05-15 09:24:16.503
7632	automotivo	1	1	72.65	57.50	15.15	26.35	4	7	0.00	REGULAR	2026-05-15 09:24:16.503
7633	beleza_saude	3	1	209.24	56.83	12.91	22.72	3.33	7	0.00	REGULAR	2026-05-15 09:24:16.503
7634	fashion_bolsas_e_acessorios	3	1	146.68	19.00	29.89	157.33	3.67	12.67	0.00	REGULAR	2026-05-15 09:24:16.503
7635	esporte_lazer	2	1	284.97	123.97	18.52	14.94	3.5	15	0.00	REGULAR	2026-05-15 09:24:16.503
7636	artes_e_artesanato	1	1	27.20	19.80	7.40	37.37	5	2	0.00	REGULAR	2026-05-15 09:24:16.503
7637	esporte_lazer	1	1	596.76	569.90	26.86	4.71	4	10	0.00	REGULAR	2026-05-15 09:24:16.503
7638	industria_comercio_e_negocios	5	1	547.42	96.00	13.48	14.05	4.2	6.6	20.00	REGULAR	2026-05-15 09:24:16.503
7639	utilidades_domesticas	1	1	305.96	285.00	20.96	7.35	5	16	0.00	REGULAR	2026-05-15 09:24:16.503
7640	telefonia	6	1	185.31	18.99	11.90	62.64	3	11.17	16.67	REGULAR	2026-05-15 09:24:16.503
7641	cama_mesa_banho	1	1	75.69	61.90	13.79	22.28	3	18	100.00	DELIVERY_RISK	2026-05-15 09:24:16.503
7642	bebes	1	1	238.10	219.00	19.10	8.72	5	9	0.00	REGULAR	2026-05-15 09:24:16.503
7643	fashion_bolsas_e_acessorios	2	1	416.10	189.90	18.15	9.56	5	10	0.00	REGULAR	2026-05-15 09:24:16.503
7644	moveis_decoracao	1	1	74.88	55.00	19.88	36.15	3	20	100.00	DELIVERY_RISK	2026-05-15 09:24:16.503
7645	construcao_ferramentas_construcao	1	1	93.56	33.99	12.79	37.63	4	6	0.00	REGULAR	2026-05-15 09:24:16.503
7646	artes	1	1	265.99	248.00	17.99	7.25	5	16	0.00	REGULAR	2026-05-15 09:24:16.503
7647	moveis_decoracao	7	1	2045.94	234.19	58.09	24.81	4.43	19.57	14.29	REGULAR	2026-05-15 09:24:16.503
7648	construcao_ferramentas_construcao	1	1	147.60	128.90	18.70	14.51	3	14	0.00	REGULAR	2026-05-15 09:24:16.503
7649	unknown	1	1	98.53	89.17	9.36	10.50	5	3	0.00	REGULAR	2026-05-15 09:24:16.503
7650	ferramentas_jardim	1	1	281.04	225.00	56.04	24.91	1	13	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7651	cama_mesa_banho	3	1	856.51	259.90	25.60	9.85	3.33	10.33	0.00	REGULAR	2026-05-15 09:24:16.503
7652	telefonia	1	1	38.19	29.90	8.29	27.73	5	1	0.00	REGULAR	2026-05-15 09:24:16.503
7653	beleza_saude	1	1	207.12	188.00	19.12	10.17	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
7655	automotivo	1	1	257.44	240.00	17.44	7.27	4	13	0.00	REGULAR	2026-05-15 09:24:16.503
7656	telefonia	1	1	90.80	78.00	12.80	16.41	5	9	0.00	REGULAR	2026-05-15 09:24:16.503
7657	esporte_lazer	6	1	1015.37	80.28	21.26	26.48	4.7	12.5	0.00	REGULAR	2026-05-15 09:24:16.503
7658	perfumaria	2	1	234.48	49.90	8.72	17.47	5	11.5	0.00	REGULAR	2026-05-15 09:24:16.503
7659	unknown	1	1	148.49	125.90	22.59	17.94	5	13	0.00	REGULAR	2026-05-15 09:24:16.503
7660	fashion_bolsas_e_acessorios	1	1	147.67	132.00	15.67	11.87	4	10	0.00	REGULAR	2026-05-15 09:24:16.503
7661	perfumaria	1	1	92.90	79.90	13.00	16.27	5	6	0.00	REGULAR	2026-05-15 09:24:16.503
7662	esporte_lazer	10	1	1819.16	141.23	24.15	17.10	3.82	16.91	9.09	REGULAR	2026-05-15 09:24:16.503
7663	informatica_acessorios	7	1	401.70	36.70	20.69	56.36	4.57	13	14.29	REGULAR	2026-05-15 09:24:16.503
7664	relogios_presentes	1	1	188.98	169.90	19.08	11.23	5	2	0.00	REGULAR	2026-05-15 09:24:16.503
7665	automotivo	1	1	62.91	49.90	13.01	26.07	5	4	0.00	REGULAR	2026-05-15 09:24:16.503
7666	perfumaria	1	1	370.23	349.90	20.33	5.81	4	9	0.00	REGULAR	2026-05-15 09:24:16.503
7667	utilidades_domesticas	1	1	60.62	46.00	14.62	31.78	5	9	0.00	REGULAR	2026-05-15 09:24:16.503
7668	moveis_decoracao	1	1	493.65	399.90	93.75	23.44	5	NULL	0.00	REGULAR	2026-05-15 09:24:16.503
7669	moveis_decoracao	2	1	525.68	151.80	23.43	15.43	4.67	8	0.00	REGULAR	2026-05-15 09:24:16.503
7670	moveis_decoracao	1	1	188.13	169.00	19.13	11.32	4	2	0.00	REGULAR	2026-05-15 09:24:16.503
7671	informatica_acessorios	4	1	186.49	29.90	16.72	55.93	4.5	11	0.00	REGULAR	2026-05-15 09:24:16.503
7673	relogios_presentes	1	1	45.46	29.90	15.56	52.04	4	23	0.00	REGULAR	2026-05-15 09:24:16.503
7674	esporte_lazer	2	1	145.32	29.90	18.54	62.01	3.67	12.33	0.00	REGULAR	2026-05-15 09:24:16.503
7675	cool_stuff	1	1	174.34	53.00	34.17	64.47	5	19	0.00	REGULAR	2026-05-15 09:24:16.503
7676	esporte_lazer	4	1	1548.16	369.90	17.14	4.63	5	3.5	25.00	REGULAR	2026-05-15 09:24:16.503
7677	brinquedos	17	1	2133.63	99.71	18.82	18.88	4	11.11	11.11	REGULAR	2026-05-15 09:24:16.503
7678	cama_mesa_banho	3	1	708.45	211.67	24.48	11.57	4.33	13	0.00	REGULAR	2026-05-15 09:24:16.503
7679	cama_mesa_banho	1	1	456.33	437.39	18.94	4.33	4	3	0.00	REGULAR	2026-05-15 09:24:16.503
7680	automotivo	2	1	205.49	84.90	17.85	21.02	4.5	17	0.00	REGULAR	2026-05-15 09:24:16.503
7681	alimentos_bebidas	4	1	183.61	22.81	13.91	60.99	5	13.2	0.00	REGULAR	2026-05-15 09:24:16.503
7682	bebes	2	1	236.86	105.90	12.53	11.83	5	11.5	0.00	REGULAR	2026-05-15 09:24:16.503
7683	cama_mesa_banho	1	1	191.65	169.90	21.75	12.80	5	25	0.00	REGULAR	2026-05-15 09:24:16.503
7684	automotivo	1	1	121.40	99.00	22.40	22.63	5	6	0.00	REGULAR	2026-05-15 09:24:16.503
7685	bebes	2	1	205.29	82.80	19.85	23.97	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
7686	fashion_bolsas_e_acessorios	2	1	184.86	79.90	12.53	15.68	4.5	9	0.00	REGULAR	2026-05-15 09:24:16.503
7687	eletronicos	1	1	78.55	58.90	19.65	33.36	1	22	100.00	LOW_REVIEW	2026-05-15 09:24:16.503
7688	moveis_decoracao	6	1	2052.50	229.14	64.07	27.96	3.29	19.29	28.57	REGULAR	2026-05-15 09:24:16.503
7689	construcao_ferramentas_construcao	1	1	34.49	18.63	15.86	85.13	1	4	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7690	beleza_saude	5	1	258.67	32.90	10.21	31.04	5	5	0.00	REGULAR	2026-05-15 09:24:16.503
7691	moveis_decoracao	1	1	87.63	69.00	18.63	27.00	5	16	0.00	REGULAR	2026-05-15 09:24:16.503
7692	moveis_decoracao	1	1	199.52	182.00	17.52	9.63	1	NULL	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7693	cama_mesa_banho	1	1	50.75	38.90	11.85	30.46	1	18	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7694	perfumaria	2	1	242.67	105.12	16.22	15.43	4.5	15.5	0.00	REGULAR	2026-05-15 09:24:16.503
7695	beleza_saude	2	1	151.22	66.50	9.11	13.70	5	8.5	50.00	DELIVERY_RISK	2026-05-15 09:24:16.503
7696	informatica_acessorios	1	1	114.10	78.85	35.25	44.71	4	8	0.00	REGULAR	2026-05-15 09:24:16.503
7697	utilidades_domesticas	1	1	171.44	149.90	21.54	14.37	5	16	0.00	REGULAR	2026-05-15 09:24:16.503
7698	ferramentas_jardim	2	1	1985.47	964.00	28.74	2.98	5	17.5	50.00	DELIVERY_RISK	2026-05-15 09:24:16.503
7699	bebes	2	1	139.15	49.90	19.68	39.43	3.5	7	0.00	REGULAR	2026-05-15 09:24:16.503
7700	utilidades_domesticas	3	1	398.79	114.97	17.96	15.62	4.33	6	0.00	REGULAR	2026-05-15 09:24:16.503
7701	perfumaria	1	1	78.19	62.00	16.19	26.11	4	17	0.00	REGULAR	2026-05-15 09:24:16.503
7702	telefonia	45	1	2242.81	32.63	17.21	52.74	3.87	15.05	13.33	REGULAR	2026-05-15 09:24:16.503
7703	cama_mesa_banho	3	1	468.27	78.50	15.15	19.30	1.8	15.8	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7704	cama_mesa_banho	12	1	1682.34	91.00	21.16	23.25	4.67	9.27	6.67	REGULAR	2026-05-15 09:24:16.503
7705	beleza_saude	2	1	41.22	7.87	12.74	161.88	5	9	0.00	REGULAR	2026-05-15 09:24:16.503
7706	esporte_lazer	1	1	142.26	129.90	12.36	9.52	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
7707	instrumentos_musicais	1	1	513.87	485.00	28.87	5.95	2	32	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7708	moveis_decoracao	1	1	262.76	249.99	12.77	5.11	5	2	0.00	REGULAR	2026-05-15 09:24:16.503
7709	bebes	1	1	69.03	54.90	14.13	25.74	5	7	0.00	REGULAR	2026-05-15 09:24:16.503
7710	livros_interesse_geral	2	1	424.21	119.50	21.90	18.33	5	20.33	33.33	DELIVERY_RISK	2026-05-15 09:24:16.503
7711	construcao_ferramentas_construcao	1	1	215.77	169.00	46.77	27.67	3	16	0.00	REGULAR	2026-05-15 09:24:16.503
7712	beleza_saude	1	1	63.40	45.80	17.60	38.43	5	10	0.00	REGULAR	2026-05-15 09:24:16.503
7713	automotivo	1	1	178.27	159.90	18.37	11.49	3	6	0.00	REGULAR	2026-05-15 09:24:16.503
7714	telefonia_fixa	1	1	86.58	69.90	16.68	23.86	5	14	0.00	REGULAR	2026-05-15 09:24:16.503
7715	telefonia	1	1	23.49	8.97	14.52	161.87	3	16	0.00	REGULAR	2026-05-15 09:24:16.503
7716	cool_stuff	2	1	339.64	149.90	19.92	13.29	2.5	8	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7717	perfumaria	2	1	710.98	335.78	19.72	5.87	4.5	18.5	0.00	REGULAR	2026-05-15 09:24:16.503
7718	beleza_saude	1	1	327.17	309.90	17.27	5.57	5	6	0.00	REGULAR	2026-05-15 09:24:16.503
7719	utilidades_domesticas	4	1	158.20	19.90	19.65	98.74	4.25	14.5	0.00	REGULAR	2026-05-15 09:24:16.503
7720	cool_stuff	9	1	3248.28	338.33	22.59	6.68	4.22	12.89	11.11	REGULAR	2026-05-15 09:24:16.503
7721	bebes	2	1	51.42	12.90	12.81	99.30	4.5	4	0.00	REGULAR	2026-05-15 09:24:16.503
7722	cama_mesa_banho	1	1	151.91	138.50	13.41	9.68	5	8	0.00	REGULAR	2026-05-15 09:24:16.503
7723	cama_mesa_banho	9	1	959.37	68.67	27.26	39.70	3	22.7	30.00	DELIVERY_RISK	2026-05-15 09:24:16.503
7724	perfumaria	1	1	232.27	215.00	17.27	8.03	4	11	0.00	REGULAR	2026-05-15 09:24:16.503
7725	moveis_decoracao	1	1	220.16	197.70	22.46	11.36	3	14	0.00	REGULAR	2026-05-15 09:24:16.503
7726	esporte_lazer	5	1	175.18	22.99	12.05	52.40	4.2	10.8	0.00	REGULAR	2026-05-15 09:24:16.503
7727	fashion_roupa_masculina	1	1	89.88	71.95	17.93	24.92	5	16	0.00	REGULAR	2026-05-15 09:24:16.503
7728	construcao_ferramentas_seguranca	6	1	1358.86	204.95	21.53	10.50	4.83	9.5	0.00	REGULAR	2026-05-15 09:24:16.503
7729	perfumaria	1	1	75.07	59.90	15.17	25.33	1	12	0.00	LOW_REVIEW	2026-05-15 09:24:16.503
7730	utilidades_domesticas	6	1	994.61	138.00	27.77	20.12	3.83	16.67	16.67	REGULAR	2026-05-15 09:24:16.503
