customer_sk	recency_days	frequency_orders	monetary_value	r_score	f_score	m_score	rfm_score	rfm_segment	dwh_create_date
55683	2809	1	0.00	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
29550	2815	1	0.00	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
48575	3527	1	0.00	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
18385	2818	1	9.59	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
70018	3164	1	10.07	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
66402	2883	1	10.89	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
41267	3175	1	11.63	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
15033	3118	1	11.63	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
47675	3273	1	12.28	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
44563	2904	1	12.39	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
60294	2912	1	12.89	2	1	1	211	REGULAR	2026-05-13 20:55:29.630
82624	3257	1	12.89	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
23404	2913	1	13.29	2	1	1	211	REGULAR	2026-05-13 20:55:29.630
2290	2974	1	13.36	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
4978	2831	1	13.38	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
70577	2911	1	13.39	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
24454	2928	1	13.39	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
84789	3097	1	13.68	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
73294	3283	1	13.68	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
51802	3086	1	13.78	4	3	1	431	REGULAR	2026-05-13 20:55:29.630
12913	3092	1	13.78	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
86885	3185	1	13.78	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
55252	3188	1	13.78	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
85375	3061	1	13.78	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
60086	2973	1	13.87	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
85907	2834	1	13.89	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
37647	2852	1	14.06	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
48358	3053	1	14.08	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
15844	3183	1	14.13	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
71245	2837	1	14.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
12615	2814	1	14.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
34763	2897	1	14.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
44183	2873	1	14.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
32033	2870	1	14.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
85222	2920	1	14.38	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
15582	2965	1	14.39	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
47511	3344	1	14.62	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
84671	3047	1	14.65	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
81730	3080	1	14.67	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
12581	3124	1	14.67	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
70766	3349	1	14.72	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
2342	3282	1	14.78	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
87517	3234	1	14.78	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
27572	3147	1	14.78	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
22115	3043	1	14.78	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
76720	3022	1	14.84	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
23939	3394	1	14.86	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
74904	2815	1	14.89	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
84273	2969	1	14.92	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
70404	2983	1	14.92	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
58343	2942	1	15.18	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
61968	3346	1	15.22	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
10076	3388	1	15.29	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
83340	3187	1	15.37	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
76916	2932	1	15.38	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
2075	2831	1	15.38	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
63911	2829	1	15.38	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
48961	2852	1	15.38	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
46514	2850	1	15.38	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
41438	2838	1	15.38	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
65566	3151	1	15.57	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
1600	3393	1	15.71	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
8317	3107	1	15.75	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
71048	2930	1	15.77	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
93246	3102	1	15.78	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
28484	3177	1	15.84	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
69560	2838	1	15.84	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
7769	2866	1	15.86	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
66268	3318	1	15.86	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
13305	2822	1	15.89	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
25881	3013	1	16.01	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
90858	3116	1	16.05	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
70251	2899	1	16.09	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
81686	2895	1	16.09	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
685	3128	1	16.22	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
34689	2894	1	16.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
13301	2910	1	16.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
84738	2908	1	16.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
69749	2879	1	16.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
62130	2820	1	16.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
64919	2844	1	16.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
57015	2910	1	16.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
80573	2939	1	16.29	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
46773	2987	1	16.29	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
4289	2962	1	16.29	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
35501	2932	1	16.36	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
75088	2944	1	16.36	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
20511	2817	1	16.36	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
61169	3044	1	16.37	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
55463	2817	1	16.38	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
81581	2844	1	16.38	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
21695	2900	1	16.38	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
36426	2927	1	16.38	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
41952	2924	1	16.38	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
26479	2919	1	16.39	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
93265	2938	1	16.39	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
20802	2896	1	16.39	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
30758	2863	1	16.39	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
64882	2866	1	16.39	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
67762	2886	1	16.53	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
29639	2924	1	16.61	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
10511	3411	1	16.62	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
53361	3137	1	16.71	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
19744	2929	1	16.77	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
38783	2898	1	16.78	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
35065	3085	1	16.78	4	3	1	431	REGULAR	2026-05-13 20:55:29.630
63048	3042	1	16.78	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
283	3019	1	16.78	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
3624	3033	1	16.78	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
32753	3005	1	16.78	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
57949	3026	1	16.84	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
71850	3320	1	16.86	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
70344	2908	1	16.89	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
94098	2946	1	16.95	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
28490	3043	1	16.95	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
29696	3380	1	16.96	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
42355	3363	1	16.96	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
82197	3365	1	16.96	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
7300	3329	1	16.96	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
79146	3230	1	16.97	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
72801	3191	1	16.98	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
46616	3038	1	17.01	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
79618	2990	1	17.10	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
79856	3093	1	17.17	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
44254	3192	1	17.22	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
80752	3241	1	17.24	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
68498	3021	1	17.28	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
83667	2928	1	17.29	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
19204	2928	1	17.29	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
581	2924	1	17.29	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
1829	2916	1	17.29	2	1	1	211	REGULAR	2026-05-13 20:55:29.630
80470	2885	1	17.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
56037	2895	1	17.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
88444	2895	1	17.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
12156	2873	1	17.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
39915	3326	1	17.29	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
77031	3031	1	17.34	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
65146	2923	1	17.35	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
76374	2918	1	17.38	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
79024	2959	1	17.38	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
2846	2873	1	17.38	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
17163	2876	1	17.38	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
10157	2841	1	17.38	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
86592	2855	1	17.38	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
11222	2830	1	17.38	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
86760	2818	1	17.39	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
27199	2840	1	17.39	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
94003	2841	1	17.39	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
67703	2936	1	17.39	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
26507	2937	1	17.39	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
42804	2990	1	17.40	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
49420	3234	1	17.59	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
2164	2962	1	17.61	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
63157	3415	1	17.62	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
49160	3010	1	17.64	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
58769	2996	1	17.68	3	2	1	321	REGULAR	2026-05-13 20:55:29.630
73771	3037	1	17.68	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
59995	3045	1	17.68	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
15657	3052	1	17.68	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
70958	3066	1	17.68	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
87295	3371	1	17.69	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
50969	3000	1	17.73	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
13010	3004	1	17.77	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
72462	3033	1	17.77	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
12207	3026	1	17.77	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
5778	3058	1	17.77	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
87963	3039	1	17.77	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
66476	3221	1	17.77	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
94671	3196	1	17.78	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
91497	3207	1	17.78	5	4	1	541	REGULAR	2026-05-13 20:55:29.630
15628	3252	1	17.78	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
72410	3076	1	17.78	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
16140	2997	1	17.78	3	2	1	321	REGULAR	2026-05-13 20:55:29.630
70385	3179	1	17.78	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
2001	3172	1	17.78	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
44929	3093	1	17.78	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
30092	3108	1	17.78	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
10757	2983	1	17.78	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
81693	2933	1	17.78	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
54256	2950	1	17.78	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
38700	3088	1	17.85	4	3	1	431	REGULAR	2026-05-13 20:55:29.630
52441	3176	1	17.85	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
73371	3371	1	17.86	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
58402	2931	1	17.87	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
40058	2914	1	17.87	2	1	1	211	REGULAR	2026-05-13 20:55:29.630
54552	2955	1	17.87	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
74759	2848	1	17.87	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
49863	2849	1	18.06	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
19795	3091	1	18.17	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
54339	3104	1	18.17	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
56609	3116	1	18.17	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
43534	2987	1	18.19	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
80677	3248	1	18.19	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
31326	3262	1	18.19	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
2710	3388	1	18.22	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
40550	2833	1	18.23	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
71575	3313	1	18.25	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
19529	3310	1	18.25	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
63242	2830	1	18.28	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
34957	2834	1	18.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
91449	2885	1	18.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
64411	2893	1	18.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
65846	2941	1	18.30	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
73982	2975	1	18.36	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
83135	2966	1	18.36	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
20532	2976	1	18.37	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
47788	2919	1	18.37	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
42784	3148	1	18.37	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
66930	3123	1	18.38	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
60482	2983	1	18.38	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
69153	2955	1	18.38	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
30059	2856	1	18.39	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
86101	2906	1	18.43	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
34053	2948	1	18.45	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
45432	2925	1	18.52	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
78906	3376	1	18.56	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
94000	3214	1	18.59	5	4	1	541	REGULAR	2026-05-13 20:55:29.630
43305	2889	1	18.61	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
69361	3099	1	18.61	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
26960	3070	1	18.62	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
88099	3415	1	18.62	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
23561	3508	1	18.62	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
94303	3157	1	18.68	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
29698	3362	1	18.69	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
35983	2820	1	18.70	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
56981	3381	1	18.71	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
80709	2819	1	18.74	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
65229	3109	1	18.75	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
38210	3030	1	18.76	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
17763	3362	1	18.76	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
43872	3004	1	18.77	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
41969	3181	1	18.77	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
30818	3073	1	18.78	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
4108	2833	1	18.78	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
29103	2912	1	18.78	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
427	3354	1	18.83	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
32793	3214	1	18.84	5	4	1	541	REGULAR	2026-05-13 20:55:29.630
8719	3206	1	18.84	5	4	1	541	REGULAR	2026-05-13 20:55:29.630
47375	3259	1	18.85	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
6777	2898	1	18.87	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
8592	2873	1	18.87	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
67808	2872	1	18.87	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
23066	2919	1	18.87	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
22171	2913	1	18.87	2	1	1	211	REGULAR	2026-05-13 20:55:29.630
76653	2938	1	18.87	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
69445	2940	1	18.87	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
81289	2897	1	18.89	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
69376	2836	1	18.89	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
38284	2934	1	18.92	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
77325	2917	1	18.94	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
75881	2953	1	18.99	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
33486	3247	1	19.00	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
16262	3209	1	19.00	5	4	1	541	REGULAR	2026-05-13 20:55:29.630
20077	2834	1	19.06	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
43583	2878	1	19.06	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
54312	3070	1	19.07	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
83827	3083	1	19.07	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
66499	2941	1	19.08	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
80037	2941	1	19.08	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
26093	2851	1	19.16	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
32741	2901	1	19.21	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
89905	2924	1	19.21	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
50904	3379	1	19.21	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
7359	2838	1	19.26	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
27785	2830	1	19.26	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
35083	2829	1	19.26	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
65787	2829	1	19.26	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
28195	2825	1	19.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
51619	2874	1	19.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
12394	2881	1	19.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
12746	2881	1	19.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
81159	2865	1	19.29	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
62287	2890	1	19.33	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
41478	3121	1	19.33	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
91666	3061	1	19.33	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
23140	3074	1	19.33	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
47354	3042	1	19.33	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
93627	3044	1	19.33	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
27923	3049	1	19.33	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
2758	3008	1	19.33	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
89236	3008	1	19.33	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
11371	2997	1	19.33	3	2	1	321	REGULAR	2026-05-13 20:55:29.630
18659	3029	1	19.33	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
17929	3032	1	19.33	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
19365	3113	1	19.35	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
77449	3108	1	19.35	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
77304	2824	1	19.36	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
64123	2825	1	19.36	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
71887	2826	1	19.36	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
91964	2947	1	19.36	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
68353	2920	1	19.39	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
65819	2921	1	19.39	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
44551	2954	1	19.39	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
64625	2963	1	19.39	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
68244	2959	1	19.39	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
38732	2965	1	19.39	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
69282	2965	1	19.39	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
15107	2987	1	19.39	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
14562	2815	1	19.39	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
78621	2893	1	19.39	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
1855	2894	1	19.39	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
68477	2864	1	19.39	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
27093	2821	1	19.42	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
10442	2825	1	19.42	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
24389	3060	1	19.48	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
32948	3071	1	19.48	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
39196	2963	1	19.54	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
661	2892	1	19.55	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
86791	2825	1	19.59	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
52680	3073	1	19.62	3	3	1	331	REGULAR	2026-05-13 20:55:29.630
64126	3107	1	19.62	4	4	1	441	REGULAR	2026-05-13 20:55:29.630
42413	3089	1	19.62	4	3	1	431	REGULAR	2026-05-13 20:55:29.630
81015	3415	1	19.62	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
93374	3415	1	19.62	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
67685	3415	1	19.62	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
15439	3415	1	19.62	5	5	1	551	REGULAR	2026-05-13 20:55:29.630
41703	2892	1	19.64	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
68370	2872	1	19.64	1	1	1	111	LOST_CUSTOMERS	2026-05-13 20:55:29.630
51914	2973	1	19.64	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
27794	2971	1	19.64	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
47876	2954	1	19.64	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
39842	2984	1	19.64	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
4455	2921	1	19.64	2	2	1	221	REGULAR	2026-05-13 20:55:29.630
