customer_sk	recency_days	frequency_orders	monetary_value	r_score	f_score	m_score	rfm_score	rfm_segment	dwh_create_date
93566	3053	1	100.93	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
47814	3046	1	100.95	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
82710	3080	1	100.95	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
7001	3003	1	100.95	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
52456	3005	1	100.95	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
33880	3000	1	100.95	3	2	3	323	REGULAR	2026-05-13 20:55:29.630
35996	3017	1	100.95	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
44063	3164	1	100.95	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
70408	2866	1	100.95	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
80461	3279	1	100.95	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
26644	3291	1	100.95	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
37189	3295	1	100.95	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
54002	3266	1	100.95	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
65252	3269	1	100.95	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
7441	3274	1	100.95	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
92795	3200	1	100.95	5	4	3	543	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
68683	2903	1	100.96	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
88006	3170	1	100.96	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
3691	3100	1	100.96	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
29943	3079	1	100.96	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
70250	2853	1	100.97	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
60940	3092	1	100.98	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
59048	2898	1	101.00	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
53920	2857	1	101.00	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
11949	2970	1	101.00	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
85359	3303	1	101.00	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
69357	3324	1	101.01	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
41910	3295	1	101.01	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
7518	2832	1	101.01	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
76933	3060	1	101.01	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
67951	3165	1	101.02	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
27403	2976	1	101.02	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
64921	3221	1	101.02	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
58167	3303	1	101.03	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
11223	2900	1	101.03	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
71052	3003	1	101.03	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
15235	3004	1	101.03	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
39641	3011	1	101.03	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
10561	3011	1	101.03	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
59208	3091	1	101.04	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
67397	2901	1	101.05	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
66010	2976	1	101.05	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
84645	2931	1	101.05	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
76570	2929	1	101.05	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
73602	2894	1	101.06	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
30129	3157	1	101.06	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
77566	3067	1	101.06	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
2981	3102	1	101.07	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
41788	3058	1	101.08	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
94364	2971	1	101.08	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
93713	2958	1	101.10	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
66089	2858	1	101.10	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
94300	3252	2	101.10	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
67674	3137	2	101.10	4	5	3	453	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
54324	3281	1	101.12	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
41530	3195	1	101.12	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
44416	3276	1	101.12	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
27377	3038	1	101.12	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
61365	3022	1	101.12	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
65248	3034	1	101.12	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
14839	3144	1	101.12	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
20902	3176	1	101.12	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
41882	3180	1	101.12	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
79732	3090	1	101.13	4	3	3	433	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
84086	2906	1	101.13	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
26567	2961	1	101.13	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
55691	3334	1	101.13	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
71142	3328	1	101.13	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
91157	3330	1	101.13	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
77617	3336	1	101.13	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
21052	3355	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
32349	3355	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
28337	3353	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
51160	3348	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
19094	3345	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
43009	3342	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
6108	3331	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
81637	3357	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
53954	3360	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
52423	3361	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
4501	3361	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
51457	3299	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
13582	3303	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
12891	3299	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
25212	3306	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
59740	3305	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
67149	3307	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
68323	3306	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
68173	3324	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
10954	3320	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
32586	3324	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
91423	3313	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
38522	3311	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
36944	3308	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
15544	3311	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
3326	3311	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
43774	3312	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
47759	3296	1	101.14	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
28287	2926	1	101.15	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
53378	3132	1	101.15	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
42211	3187	1	101.16	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
84725	3187	1	101.16	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
34827	2949	1	101.16	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
85950	2822	1	101.17	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
3366	2837	1	101.17	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
12228	2885	1	101.18	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
78438	2938	1	101.18	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
21477	2929	1	101.18	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
9239	3022	1	101.18	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
19902	3101	1	101.19	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
33396	3115	1	101.19	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
978	3335	1	101.19	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
7419	3353	1	101.19	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
988	3321	1	101.20	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
39145	3117	1	101.20	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
91032	2969	1	101.20	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
23751	2850	1	101.21	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
60128	3089	1	101.22	4	3	3	433	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
69571	3147	1	101.22	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
39546	3158	1	101.22	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
10951	3019	1	101.22	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
87795	3200	1	101.22	5	4	3	543	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
74768	3344	1	101.23	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
23363	3347	1	101.23	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
14435	3347	1	101.23	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
74944	3331	1	101.24	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
53277	3035	1	101.24	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
80486	3042	1	101.24	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
4278	3158	1	101.24	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
61467	3097	1	101.24	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
35838	2903	1	101.24	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
6625	2952	1	101.24	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
89562	2946	1	101.24	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
81973	2856	1	101.25	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
25940	2856	1	101.25	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
47622	2848	1	101.25	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
12287	2855	1	101.25	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
19485	2844	1	101.25	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
89697	2830	1	101.25	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
7499	3101	1	101.25	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
46494	3090	1	101.25	4	3	3	433	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
8127	3041	1	101.25	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
27023	3045	1	101.25	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
30685	2995	1	101.25	3	2	3	323	REGULAR	2026-05-13 20:55:29.630
66393	3203	1	101.25	5	4	3	543	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
14087	3272	1	101.25	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
30936	3239	1	101.25	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
93053	3256	1	101.26	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
61122	3206	1	101.26	5	4	3	543	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
64626	3211	1	101.26	5	4	3	543	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
55634	2898	1	101.26	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
2727	2960	1	101.26	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
47373	2971	1	101.26	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
92562	2989	1	101.26	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
48389	2863	1	101.27	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
27065	2879	1	101.27	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
81830	2849	1	101.27	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
66562	3330	1	101.28	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
73405	3328	1	101.28	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
56327	3337	1	101.28	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
55186	3377	1	101.28	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
39122	3325	1	101.28	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
60139	3296	1	101.28	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
25545	3290	1	101.28	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
78413	3308	1	101.29	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
82364	2868	1	101.30	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
67721	2974	1	101.30	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
28628	3015	1	101.31	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
7731	3050	1	101.31	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
44560	3214	1	101.32	5	4	3	543	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
58836	3265	1	101.33	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
26281	3263	1	101.33	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
89483	3266	1	101.33	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
13882	3043	1	101.33	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
71711	3050	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
24061	3052	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
4906	3057	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
242	3059	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
70669	3065	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
70007	3070	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
18831	3067	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
2386	3080	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
86250	3081	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
54262	3083	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
30806	3082	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
7332	3078	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
8347	3006	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
13657	3008	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
6253	3090	1	101.34	4	3	3	433	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
51896	3088	1	101.34	4	3	3	433	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
82050	3086	1	101.34	4	3	3	433	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
23761	3083	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
46010	3084	1	101.34	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
3232	3085	1	101.34	4	3	3	433	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
17920	3093	1	101.34	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
68407	3095	1	101.34	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
35096	3121	1	101.34	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
78224	3167	1	101.34	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
6640	3164	1	101.34	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
54055	2991	1	101.34	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
50219	2911	1	101.34	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
78786	2831	1	101.34	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
37357	3188	1	101.35	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
35751	3201	1	101.35	5	4	3	543	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
22569	3169	1	101.36	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
90724	3010	1	101.36	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
37662	3060	1	101.36	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
48968	2850	1	101.36	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
28099	2844	1	101.36	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
78012	2843	1	101.36	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
35572	2848	1	101.37	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
53866	2850	1	101.37	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
24368	2828	1	101.37	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
51656	2869	1	101.37	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
70787	2893	1	101.38	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
4284	2954	1	101.38	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
80569	2823	1	101.39	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
28131	3050	1	101.39	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
50901	3277	1	101.39	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
40320	2994	1	101.41	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
88817	2887	1	101.41	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
902	3130	2	101.43	4	5	3	453	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
89410	3508	1	101.44	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
57219	3290	1	101.44	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
7930	3119	1	101.45	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
6363	2903	1	101.46	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
48485	2977	1	101.46	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
46206	2928	1	101.46	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
32379	2942	1	101.46	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
10294	3182	1	101.47	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
64078	3159	1	101.48	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
51536	3131	1	101.48	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
16200	3125	1	101.48	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
89611	3127	1	101.48	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
49510	3043	1	101.48	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
83623	3076	1	101.48	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
6186	2915	1	101.48	2	1	3	213	REGULAR	2026-05-13 20:55:29.630
52448	2920	1	101.50	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
71254	2926	1	101.50	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
44357	2926	1	101.50	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
89678	2924	1	101.50	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
36750	2974	1	101.51	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
69141	3295	1	101.52	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
51770	3212	1	101.54	5	4	3	543	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
18564	2988	1	101.54	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
1078	2887	1	101.55	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
26669	2855	1	101.55	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
78095	2841	1	101.55	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
2532	2857	1	101.56	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
5623	3239	1	101.56	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
3005	2857	1	101.59	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
41204	2990	1	101.60	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
18778	2981	1	101.60	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
28790	3179	1	101.60	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
35749	2983	1	101.61	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
78036	2955	1	101.61	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
46117	2971	1	101.61	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
70424	2923	1	101.61	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
1663	2968	1	101.62	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
56623	3029	1	101.62	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
22117	3190	1	101.63	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
10176	3158	1	101.63	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
29720	2985	1	101.63	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
29333	2983	1	101.63	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
8270	3224	1	101.63	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
6841	3229	1	101.63	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
58175	3269	1	101.64	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
17082	2980	1	101.64	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
2757	2980	1	101.64	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
22359	2975	1	101.64	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
83292	2977	1	101.64	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
21770	2977	1	101.64	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
30205	2858	1	101.64	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
59681	2869	1	101.64	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
79137	2873	1	101.64	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
56001	2874	1	101.64	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
82328	2840	1	101.64	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
64739	2850	1	101.64	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
14517	2991	1	101.65	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
45153	3003	1	101.65	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
43513	3003	1	101.65	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
55349	3002	1	101.65	3	3	3	333	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
30045	2988	1	101.67	2	2	3	223	REGULAR	2026-05-13 20:55:29.630
63934	2823	1	101.68	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
94180	2879	1	101.68	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
92278	2876	1	101.68	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
32806	3078	2	101.69	3	5	3	353	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
18021	2865	1	101.70	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
80601	2857	1	101.70	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
13799	2861	1	101.70	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
86768	2859	1	101.70	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
88306	2835	1	101.70	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
61008	2837	1	101.70	1	1	3	113	REGULAR	2026-05-13 20:55:29.630
5964	3109	1	101.71	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
20855	3108	1	101.71	4	4	3	443	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
78141	3215	1	101.71	5	4	3	543	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
90171	3329	1	101.71	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
11061	3365	2	101.72	5	5	3	553	LOYAL_CUSTOMERS	2026-05-13 20:55:29.630
